#{"t_start": 1741813880.028079, "env_id": "None"}
r,l,t
-0.042518,1,2567.906962
-0.042518,1,2567.91819
-0.042518,1,2567.929609
-0.042518,1,2567.940851
-0.042518,1,2567.952546
-0.042518,1,2567.963936
-0.042518,1,2567.975754
-0.042518,1,2567.987612
-0.042518,1,2567.999151
-0.042518,1,2568.010452
-0.042518,1,2568.021793
-0.042518,1,2568.033046
-0.042518,1,2568.044218
-0.042518,1,2568.055415
-0.042518,1,2568.066736
-0.042518,1,2568.078461
-0.042518,1,2568.090499
-0.042518,1,2568.101966
-0.042518,1,2568.113122
-0.042518,1,2568.129429
-0.042518,1,2568.145364
-0.042518,1,2568.160224
-0.042518,1,2568.172138
-0.042518,1,2568.183687
-0.042518,1,2568.195072
-0.042518,1,2568.206442
-0.042518,1,2568.217758
-0.042518,1,2568.229073
-0.042518,1,2568.240394
-0.042518,1,2568.251702
-0.042518,1,2568.263066
-0.042518,1,2568.27438
-0.042518,1,2568.285691
-0.042518,1,2568.296999
-0.042518,1,2568.308306
-0.042518,1,2568.319593
-0.042518,1,2568.330878
-0.042518,1,2568.342188
-0.042518,1,2568.35344
-0.042518,1,2568.364705
-0.042518,1,2568.375939
-0.042518,1,2568.387084
-0.042518,1,2568.398178
-0.042518,1,2568.409341
-0.042518,1,2568.420474
-0.042518,1,2568.431595
-0.042518,1,2568.442714
-0.042518,1,2568.453813
-0.042518,1,2568.465015
-0.042518,1,2568.476168
-0.042518,1,2568.487354
-0.042518,1,2568.498499
-0.042518,1,2568.509604
-0.042518,1,2568.520772
-0.042518,1,2568.532036
-0.042518,1,2568.54327
-0.042518,1,2568.555125
-0.042518,1,2568.566479
-0.042518,1,2568.578018
-0.042518,1,2568.589596
-0.042518,1,2568.601925
-0.042518,1,2568.613247
-0.042518,1,2568.624522
-0.042518,1,2568.635782
-0.042518,1,2568.647097
-0.042518,1,2568.658388
-0.035715,87,2569.636399
-0.038101,85,2570.589551
-0.036199,86,2571.564392
-0.037849,87,2572.554953
-0.038426,85,2573.526374
-0.038043,86,2574.491798
-0.037064,85,2575.44538
-0.039023,86,2576.408756
-0.039701,85,2577.360588
-0.03781,85,2578.312927
-0.038003,87,2579.288096
-0.038192,85,2580.284947
-0.036461,86,2581.252562
-0.037737,87,2582.260168
-0.037566,85,2583.223226
-0.037748,86,2584.186386
-0.038594,84,2585.134372
-0.039812,83,2586.061869
-0.037707,88,2587.046082
-0.037578,86,2588.008549
-0.03824,85,2588.964337
-0.039023,83,2589.897554
-0.037626,84,2590.84425
-0.037717,85,2591.798388
-0.03677,86,2592.771176
-0.038732,84,2593.715227
-0.037967,87,2594.765948
-0.038866,85,2595.734339
-0.038667,84,2596.673637
-0.038629,85,2597.626884
-0.038533,85,2598.583862
-0.038728,84,2599.523383
-0.042518,1,2599.534952
-0.042518,1,2599.54616
-0.042518,1,2599.557778
-0.042518,1,2599.569021
-0.042518,1,2599.580735
-0.042518,1,2599.592277
-0.042518,1,2599.603709
-0.042518,1,2599.615306
-0.042518,1,2599.626803
-0.042518,1,2599.638453
-0.042518,1,2599.649715
-0.042518,1,2599.660979
-0.042518,1,2599.672201
-0.042518,1,2599.683484
-0.042518,1,2599.694668
-0.042518,1,2599.705894
-0.042518,1,2599.717209
-0.042518,1,2599.728472
-0.042518,1,2599.739575
-0.042518,1,2599.752051
-0.042518,1,2599.76336
-0.042518,1,2599.779736
-0.042518,1,2599.798119
-0.042518,1,2599.812489
-0.042518,1,2599.824602
-0.042518,1,2599.836134
-0.042518,1,2599.847733
-0.042518,1,2599.859263
-0.042518,1,2599.870766
-0.042518,1,2599.882267
-0.042518,1,2599.893819
-0.042518,1,2599.905301
-0.042518,1,2599.916796
-0.042518,1,2599.928245
-0.042518,1,2599.939465
-0.042518,1,2599.950609
-0.042518,1,2599.961603
-0.042518,1,2599.972711
-0.042518,1,2599.985175
-0.042518,1,2599.996551
-0.042518,1,2600.007821
-0.042518,1,2600.018982
-0.042518,1,2600.030378
-0.042518,1,2600.041566
-0.042518,1,2600.052625
-0.042518,1,2600.063684
-0.042518,1,2600.074808
-0.042518,1,2600.086004
-0.042518,1,2600.097336
-0.042518,1,2600.109391
-0.042518,1,2600.12089
-0.042518,1,2600.132123
-0.042518,1,2600.14342
-0.042518,1,2600.154692
-0.042518,1,2600.165785
-0.042518,1,2600.177042
-0.042518,1,2600.188045
-0.042518,1,2600.199622
-0.042518,1,2600.21092
-0.042518,1,2600.222418
-0.042518,1,2600.233716
-0.042518,1,2600.245285
-0.042518,1,2600.256541
-0.042518,1,2600.267874
-0.042518,1,2600.279308
-0.042518,1,2600.290858
-0.042518,1,2600.302042
-0.042518,1,2600.313531
-0.042518,1,2600.324672
-0.042518,1,2600.335868
-0.042518,1,2600.34792
-0.042518,1,2600.359735
-0.042518,1,2600.371629
-0.042518,1,2600.382813
-0.042518,1,2600.394006
-0.042518,1,2600.405343
-0.042518,1,2600.416665
-0.042518,1,2600.428484
-0.042518,1,2600.439742
-0.042518,1,2600.450972
-0.042518,1,2600.462158
-0.042518,1,2600.473415
-0.042518,1,2600.484632
-0.042518,1,2600.49585
-0.042518,1,2600.507097
-0.042518,1,2600.518346
-0.042478,1,2600.529564
-0.036496,86,2601.503434
-0.038235,86,2602.492881
-0.039118,85,2603.447154
-0.037547,85,2604.400001
-0.039604,84,2605.342097
-0.039486,86,2606.308945
-0.038727,88,2607.296618
-0.038859,87,2608.276538
-0.038552,85,2609.230107
-0.037871,85,2610.185823
-0.038165,83,2611.115208
-0.038603,83,2612.047351
-0.0378,84,2612.995176
-0.038034,84,2613.940964
-0.038898,85,2614.909964
-0.039931,83,2615.863162
-0.038285,84,2616.830975
-0.039229,84,2617.774848
-0.038369,84,2618.716827
-0.039825,83,2619.647952
-0.038001,84,2620.591291
-0.037126,84,2621.531569
-0.038129,84,2622.473718
-0.038765,84,2623.414016
-0.038721,84,2624.357016
-0.038702,85,2625.308697
-0.038313,83,2626.239273
-0.038301,85,2627.193339
-0.042461,3,2627.227051
-0.038394,84,2628.16825
-0.038286,84,2629.106917
-0.039485,85,2630.061692
-0.038248,87,2631.039116
-0.037678,87,2632.013054
-0.038488,85,2632.997988
-0.039024,85,2633.959496
-0.038709,85,2634.915169
-0.038598,85,2635.866222
-0.038538,85,2636.820659
-0.038725,84,2637.76339
-0.039582,85,2638.712837
-0.038495,85,2639.667114
-0.038721,86,2640.630463
-0.039143,87,2641.604431
-0.037971,87,2642.576346
-0.037784,86,2643.533565
-0.038908,85,2644.48006
-0.037189,86,2645.438756
-0.037346,85,2646.384332
-0.039434,83,2647.308969
-0.036317,86,2648.266123
-0.037047,85,2649.212913
-0.038449,83,2650.139204
-0.037368,86,2651.098831
-0.038348,84,2652.034294
-0.038351,85,2652.980542
-0.037883,83,2653.903743
-0.037567,84,2654.859888
-0.037404,84,2655.854352
-0.03852,86,2656.815164
-0.037279,85,2657.817204
-0.038936,84,2658.801236
-0.038952,85,2659.758491
-0.037246,84,2660.69908
-0.038461,85,2661.647708
-0.037456,85,2662.59564
-0.038744,85,2663.546927
-0.038686,85,2664.494539
-0.037659,86,2665.459876
-0.037852,85,2666.420278
-0.038253,85,2667.403342
-0.039447,86,2668.364988
-0.039273,84,2669.302716
-0.040401,83,2670.236895
-0.039103,85,2671.192174
-0.038944,85,2672.141106
-0.039807,86,2673.105763
-0.038166,85,2674.060069
-0.039458,85,2675.014182
-0.039865,86,2675.972706
-0.039626,85,2676.921737
-0.040263,87,2677.891902
-0.039173,84,2678.827124
-0.039248,85,2679.775636
-0.037042,84,2680.711099
-0.038694,85,2681.658359
-0.037754,84,2682.59451
-0.038395,86,2683.557583
-0.039112,87,2684.527222
-0.039728,86,2685.487275
-0.039046,88,2686.479656
-0.036503,85,2687.431221
-0.038486,86,2688.407899
-0.038766,86,2689.371114
-0.038216,87,2690.344726
-0.039277,87,2691.316619
-0.038559,87,2692.305422
-0.037547,87,2693.300898
-0.038661,85,2694.263572
-0.038763,86,2695.226128
-0.039085,86,2696.182201
-0.037768,88,2697.163249
-0.038933,87,2698.133341
-0.03801,87,2699.105198
-0.039395,86,2700.06314
-0.039676,87,2701.031991
-0.038855,87,2702.000515
-0.039268,86,2702.969164
-0.038067,87,2703.94161
-0.038295,85,2704.89476
-0.038604,86,2705.854221
-0.039189,86,2706.81098
-0.038827,88,2707.793041
-0.039069,88,2708.771632
-0.036775,85,2709.723335
-0.038866,87,2710.691367
-0.038257,86,2711.651942
-0.039248,88,2712.632521
-0.038793,86,2713.604843
-0.038735,86,2714.580786
-0.036857,85,2715.54539
-0.038169,86,2716.51908
-0.037853,86,2717.491637
-0.039183,85,2718.46057
-0.038298,84,2719.410429
-0.039215,85,2720.366484
-0.037572,85,2721.323992
-0.038725,85,2722.281554
-0.040591,87,2723.262341
-0.039207,86,2724.228188
-0.037529,86,2725.202247
-0.039653,86,2726.16842
-0.038975,86,2727.13529
-0.038073,85,2728.092882
-0.038445,86,2729.078145
-0.037888,86,2730.053132
-0.038696,86,2731.019621
-0.040089,86,2731.97743
-0.038331,85,2732.923901
-0.038181,85,2733.869793
-0.039922,87,2734.840695
-0.039903,86,2735.80047
-0.039961,87,2736.768123
-0.039277,86,2737.725451
-0.039126,87,2738.694081
-0.039796,88,2739.674881
-0.040495,88,2740.654851
-0.03886,86,2741.612694
-0.040381,86,2742.570586
-0.040207,87,2743.552808
-0.039566,87,2744.531125
-0.039491,85,2745.490098
-0.039554,87,2746.467759
-0.040587,86,2747.435811
-0.039699,86,2748.40331
-0.039819,86,2749.376004
-0.038875,86,2750.342803
-0.039798,87,2751.321074
-0.039803,86,2752.306336
-0.039882,86,2753.33651
-0.040195,86,2754.323356
-0.040034,86,2755.29631
-0.040183,87,2756.287668
-0.039558,87,2757.300605
-0.039026,86,2758.300673
-0.038833,85,2759.283171
-0.039459,86,2760.261771
-0.037818,86,2761.262099
-0.040169,87,2762.268005
-0.040001,86,2763.236233
-0.039594,87,2764.232343
-0.038856,86,2765.206833
-0.040953,87,2766.187972
-0.03861,86,2767.154253
-0.038907,85,2768.159342
-0.039421,87,2769.141418
-0.03879,86,2770.110412
-0.040497,87,2771.087872
-0.038015,85,2772.056583
-0.040054,86,2773.023258
-0.039279,87,2774.000855
-0.038462,85,2774.97544
-0.038913,86,2775.939786
-0.040157,88,2776.930754
-0.042556,6,2777.000545
-0.03849,88,2777.992247
-0.037749,88,2778.982881
-0.039384,88,2779.971741
-0.038612,89,2780.976157
-0.037319,87,2781.986089
-0.038769,86,2782.956391
-0.038984,90,2783.966511
-0.036933,88,2784.956815
-0.037507,88,2785.945646
-0.042649,6,2786.014662
-0.038488,86,2787.000544
-0.038806,87,2787.976788
-0.038107,90,2788.988336
-0.038199,90,2790.000285
-0.039021,86,2790.96474
-0.0381,88,2792.021953
-0.037249,86,2792.985971
-0.038861,89,2793.981263
-0.037724,84,2794.922822
-0.038312,86,2795.885363
-0.037178,86,2796.866673
-0.038785,87,2797.84268
-0.038758,85,2798.791889
-0.038788,87,2799.767448
-0.037771,90,2800.773216
-0.038572,87,2801.763736
-0.038327,90,2802.77545
-0.037547,86,2803.736994
-0.038941,89,2804.733521
-0.039375,87,2805.707563
-0.038871,88,2806.712024
-0.039553,87,2807.690265
-0.03938,87,2808.664588
-0.04009,86,2809.632591
-0.03882,86,2810.59853
-0.040203,85,2811.579614
-0.039434,85,2812.55135
-0.038173,88,2813.556999
-0.040306,85,2814.514635
-0.039617,85,2815.472497
-0.039605,85,2816.441761
-0.039366,85,2817.404798
-0.038099,85,2818.369663
-0.039096,86,2819.33876
-0.038343,87,2820.317218
-0.038457,84,2821.263475
-0.039163,86,2822.228312
-0.038706,86,2823.196047
-0.038066,86,2824.159805
-0.039269,85,2825.138788
-0.038864,86,2826.120735
-0.037717,86,2827.093168
-0.039577,87,2828.074739
-0.038397,86,2829.043435
-0.038899,85,2830.002209
-0.038851,85,2830.957025
-0.040438,84,2831.901052
-0.039642,87,2832.88153
-0.040344,86,2833.851635
-0.038859,85,2834.822885
-0.040156,87,2835.803294
-0.039306,85,2836.753182
-0.038904,85,2837.705113
-0.039317,85,2838.654957
-0.038609,87,2839.628741
-0.04027,85,2840.579852
-0.038475,86,2841.541439
-0.037351,85,2842.491071
-0.038624,87,2843.463704
-0.037738,87,2844.439455
-0.036683,85,2845.420808
-0.037931,87,2846.425797
-0.038,86,2847.417598
-0.036642,85,2848.366769
-0.037262,86,2849.3273
-0.037458,86,2850.291852
-0.037092,87,2851.264351
-0.038171,85,2852.212514
-0.038408,85,2853.164292
-0.038033,86,2854.124674
-0.038096,84,2855.066949
-0.037304,85,2856.021171
-0.037732,85,2856.974417
-0.038895,86,2857.94223
-0.042473,1,2857.953896
-0.037288,84,2858.897221
-0.03913,85,2859.855031
-0.038139,86,2860.821202
-0.038056,84,2861.765187
-0.040061,85,2862.719107
-0.038847,87,2863.695004
-0.039974,86,2864.661975
-0.039096,86,2865.630691
-0.039339,85,2866.585683
-0.039793,85,2867.540597
-0.0386,86,2868.505625
-0.039622,86,2869.475351
-0.03914,86,2870.441641
-0.038805,85,2871.396369
-0.039281,86,2872.373725
-0.039131,86,2873.354655
-0.039594,86,2874.32506
-0.038303,85,2875.284009
-0.039394,85,2876.236404
-0.040453,85,2877.193944
-0.038392,84,2878.135664
-0.042434,3,2878.170303
-0.039827,86,2879.138429
-0.040149,85,2880.093287
-0.038641,86,2881.099918
-0.040436,85,2882.055378
-0.038669,88,2883.043466
-0.040588,87,2884.018785
-0.040687,88,2885.009125
-0.040023,86,2885.972438
-0.039361,86,2886.935363
-0.040986,86,2887.901813
-0.041399,85,2888.853568
-0.040009,85,2889.812505
-0.038666,84,2890.751553
-0.041262,87,2891.724296
-0.040239,86,2892.683846
-0.041201,87,2893.654648
-0.041708,87,2894.640263
-0.040003,86,2895.605717
-0.040197,85,2896.553392
-0.040706,86,2897.515206
-0.041013,86,2898.475609
-0.041613,87,2899.446707
-0.040738,86,2900.40702
-0.040205,85,2901.358436
-0.039114,86,2902.319756
-0.041322,87,2903.291874
-0.040316,86,2904.251908
-0.041281,86,2905.216515
-0.038415,85,2906.166534
-0.041425,87,2907.139894
-0.041463,88,2908.12096
-0.041979,87,2909.093044
-0.041523,88,2910.081264
-0.041718,84,2911.021894
-0.040859,85,2911.96983
-0.041056,85,2912.918389
-0.038752,86,2913.881078
-0.038601,86,2914.84274
-0.039079,86,2915.804508
-0.038958,88,2916.787656
-0.038646,88,2917.769248
-0.036892,85,2918.71692
-0.038907,88,2919.77162
-0.038346,85,2920.764443
-0.040267,88,2921.774347
-0.042498,90,2922.774465
-0.037414,85,2923.721278
-0.038271,87,2924.696877
-0.039675,91,2925.737701
-0.037501,86,2926.704374
-0.038481,87,2927.690585
-0.037638,88,2928.680621
-0.036627,87,2929.662878
-0.03613,86,2930.654827
-0.037963,87,2931.636022
-0.037019,87,2932.626712
-0.038515,88,2933.632487
-0.036623,86,2934.60428
-0.039364,85,2935.579421
-0.037547,86,2936.545323
-0.037381,87,2937.5226
-0.036753,87,2938.509116
-0.037568,89,2939.519689
-0.038999,87,2940.526164
-0.039749,89,2941.554538
-0.038699,90,2942.59087
-0.037491,86,2943.558373
-0.03841,87,2944.537976
-0.038285,87,2945.53734
-0.036026,86,2946.503389
-0.035106,85,2947.458118
-0.03693,87,2948.444733
-0.038119,86,2949.412268
-0.03606,85,2950.366656
-0.037813,86,2951.332742
-0.037261,87,2952.309217
-0.036907,85,2953.263877
-0.039691,91,2954.283554
-0.038413,88,2955.30288
-0.038552,87,2956.306145
-0.036852,86,2957.271121
-0.039002,88,2958.321834
-0.037451,86,2959.288871
-0.037751,88,2960.306571
-0.036901,87,2961.290894
-0.03745,85,2962.245572
-0.038368,85,2963.199679
-0.039707,92,2964.232242
-0.038045,87,2965.23366
-0.036101,86,2966.196836
-0.038611,86,2967.155886
-0.039901,87,2968.129642
-0.038364,88,2969.113937
-0.037841,85,2970.09166
-0.037134,87,2971.069163
-0.035518,86,2972.034003
-0.036584,85,2972.988266
-0.039889,86,2973.953833
-0.04052,87,2974.933966
-0.0402,89,2975.931925
-0.037589,89,2976.934969
-0.038819,85,2977.907572
-0.03743,86,2978.870801
-0.039052,88,2979.846509
-0.037015,85,2980.83957
-0.036709,91,2981.868578
-0.03669,86,2982.864216
-0.040645,89,2983.863491
-0.036839,87,2984.83871
-0.037432,86,2985.814982
-0.03741,87,2986.80737
-0.040518,88,2987.822193
-0.037075,86,2988.828041
-0.040124,88,2989.833282
-0.038806,87,2990.818021
-0.040651,90,2991.852863
-0.036029,85,2992.829805
-0.04114,89,2993.875842
-0.036707,86,2994.903451
-0.040344,87,2995.889543
-0.039089,90,2996.909563
-0.038638,85,2997.874457
-0.039219,87,2998.884109
-0.039187,87,2999.870885
-0.039274,88,3000.867919
-0.037328,88,3001.875102
-0.037254,85,3002.843767
-0.042273,3,3002.878475
-0.038365,85,3003.864919
-0.037791,88,3004.863262
-0.03968,87,3005.84842
-0.039149,87,3006.836579
-0.040537,88,3007.834894
-0.041012,86,3008.808623
-0.038325,86,3009.786968
-0.041641,87,3010.776767
-0.039707,87,3011.763699
-0.041805,88,3012.77533
-0.039227,86,3013.777224
-0.039246,88,3014.793926
-0.039732,85,3015.760228
-0.039186,87,3016.744095
-0.041125,86,3017.740665
-0.037333,87,3018.752765
-0.037493,86,3019.730334
-0.03987,88,3020.717284
-0.040633,89,3021.717137
-0.0366,87,3022.696069
-0.040251,87,3023.699445
-0.038279,89,3024.698613
-0.041906,91,3025.721013
-0.0372,87,3026.698574
-0.037153,86,3027.668028
-0.038077,88,3028.69083
-0.037488,86,3029.660651
-0.041328,92,3030.693847
-0.041424,90,3031.706657
-0.037327,85,3032.661732
-0.036955,88,3033.684357
-0.040747,84,3034.62264
-0.038174,86,3035.584363
-0.040508,87,3036.555829
-0.040907,88,3037.536522
-0.042334,4,3037.581042
-0.040091,90,3038.611287
-0.040438,88,3039.60282
-0.040431,89,3040.600545
-0.038121,87,3041.577559
-0.039135,89,3042.576989
-0.039207,88,3043.572696
-0.039903,87,3044.549532
-0.037258,86,3045.517673
-0.038894,87,3046.495844
-0.036528,85,3047.453812
-0.040458,88,3048.442599
-0.04054,87,3049.423084
-0.040357,89,3050.425349
-0.040094,88,3051.440584
-0.040992,84,3052.458077
-0.037454,87,3053.452313
-0.039776,88,3054.453875
-0.039123,84,3055.401824
-0.04078,86,3056.40584
-0.042518,1,3056.417292
-0.042518,1,3056.428688
-0.042518,1,3056.439899
-0.042518,1,3056.451088
-0.042519,1,3056.462313
-0.042518,1,3056.473723
-0.042518,1,3056.48585
-0.042518,1,3056.497131
-0.042518,1,3056.50835
-0.042518,1,3056.519556
-0.042518,1,3056.530875
-0.04252,1,3056.542158
-0.042518,1,3056.55365
-0.042518,1,3056.56489
-0.042518,1,3056.576077
-0.042518,1,3056.587344
-0.042518,1,3056.598601
-0.042518,1,3056.609773
-0.042518,1,3056.621093
-0.042518,1,3056.63247
-0.042518,1,3056.643658
-0.042518,1,3056.654928
-0.042518,1,3056.666139
-0.042518,1,3056.677394
-0.042518,1,3056.688594
-0.042518,1,3056.699775
-0.042525,1,3056.710981
-0.042518,1,3056.722199
-0.042518,1,3056.733566
-0.042518,1,3056.744919
-0.042521,1,3056.756155
-0.042518,1,3056.767356
-0.042518,1,3056.778569
-0.042518,1,3056.789754
-0.042518,1,3056.800976
-0.042518,1,3056.812174
-0.042518,1,3056.823503
-0.042518,1,3056.834686
-0.042518,1,3056.84582
-0.042518,1,3056.857039
-0.042537,1,3056.868405
-0.042527,1,3056.879632
-0.042529,1,3056.89086
-0.042518,1,3056.902219
-0.042518,1,3056.913447
-0.042519,1,3056.92478
-0.042518,1,3056.936034
-0.042518,1,3056.947719
-0.042518,1,3056.959242
-0.042518,1,3056.970742
-0.042516,1,3056.983608
-0.042508,1,3056.995466
-0.042511,1,3057.007093
-0.042506,1,3057.018399
-0.042512,1,3057.031535
-0.042523,1,3057.042852
-0.042518,1,3057.054292
-0.042518,1,3057.06573
-0.042523,1,3057.077156
-0.042518,1,3057.092575
-0.042536,1,3057.108444
-0.042518,1,3057.121986
-0.042518,1,3057.133721
-0.042521,1,3057.145534
-0.042518,1,3057.157253
-0.042514,1,3057.168928
-0.042522,1,3057.180593
-0.042518,1,3057.192233
-0.042512,1,3057.203917
-0.042508,1,3057.21557
-0.042518,1,3057.2273
-0.042518,1,3057.238933
-0.042518,1,3057.25063
-0.042518,1,3057.261881
-0.042518,1,3057.273124
-0.042518,1,3057.284378
-0.04252,1,3057.295601
-0.042518,1,3057.307039
-0.042518,1,3057.318434
-0.042523,1,3057.329642
-0.042525,1,3057.34088
-0.042518,1,3057.352137
-0.042526,1,3057.363555
-0.042518,1,3057.37478
-0.042519,1,3057.386008
-0.042518,1,3057.397388
-0.042518,1,3057.408747
-0.042518,1,3057.419959
-0.042518,1,3057.431458
-0.042518,1,3057.442712
-0.042518,1,3057.454032
-0.042518,1,3057.465406
-0.042517,1,3057.476659
-0.042516,1,3057.488219
-0.042507,1,3057.500045
-0.042509,1,3057.511372
-0.042517,1,3057.522694
-0.042518,1,3057.533912
-0.042518,1,3057.545273
-0.042518,1,3057.556876
-0.042522,1,3057.568223
-0.042518,1,3057.57963
-0.042518,1,3057.59106
-0.042518,1,3057.602295
-0.042518,1,3057.613626
-0.042518,1,3057.624952
-0.042518,1,3057.636193
-0.042528,1,3057.647433
-0.04253,1,3057.658657
-0.042518,1,3057.66986
-0.042518,1,3057.681121
-0.042518,1,3057.692335
-0.042518,1,3057.703587
-0.042518,1,3057.714793
-0.042518,1,3057.726011
-0.042518,1,3057.73721
-0.042518,1,3057.748724
-0.042518,1,3057.760088
-0.042518,1,3057.771449
-0.042518,1,3057.782663
-0.042518,1,3057.793889
-0.042518,1,3057.805073
-0.042518,1,3057.816299
-0.042518,1,3057.827935
-0.042518,1,3057.839376
-0.04252,1,3057.850629
-0.042505,1,3057.861932
-0.042486,1,3057.873326
-0.03828,85,3058.842007
-0.041422,85,3059.808175
-0.040233,88,3060.817953
-0.040414,87,3061.798425
-0.039467,86,3062.76388
-0.039641,85,3063.719266
-0.040523,88,3064.707276
-0.040576,87,3065.699513
-0.040665,87,3066.686981
-0.040871,89,3067.686
-0.041167,88,3068.6746
-0.039982,91,3069.697531
-0.039782,87,3070.673945
-0.039717,86,3071.66307
-0.039603,86,3072.630999
-0.040034,85,3073.586385
-0.041621,89,3074.602044
-0.039859,85,3075.564668
-0.040365,88,3076.574416
-0.040593,86,3077.541124
-0.041211,89,3078.542129
-0.041383,89,3079.543648
-0.042125,86,3080.508332
-0.040495,97,3081.625011
-0.042878,87,3082.602238
-0.039927,87,3083.584144
-0.041879,88,3084.5778
-0.040877,87,3085.55718
-0.040148,87,3086.563432
-0.040207,88,3087.552746
-0.039208,85,3088.505092
-0.039244,87,3089.501991
-0.039547,87,3090.492522
-0.039834,85,3091.487401
-0.041047,85,3092.441754
-0.038907,86,3093.408576
-0.039,87,3094.387809
-0.039266,85,3095.364631
-0.039942,84,3096.310881
-0.038531,86,3097.27564
-0.042472,3,3097.3095
-0.042718,9,3097.411767
-0.042465,5,3097.468157
-0.038836,86,3098.437321
-0.040116,87,3099.414809
-0.038533,85,3100.368964
-0.040857,89,3101.369415
-0.039838,87,3102.369801
-0.040113,87,3103.347014
-0.039541,89,3104.345057
-0.039641,88,3105.34528
-0.039766,85,3106.303218
-0.040857,86,3107.268648
-0.037995,86,3108.278044
-0.038194,87,3109.253874
-0.039784,84,3110.200623
-0.03955,85,3111.155835
-0.039986,86,3112.168038
-0.039895,85,3113.150182
-0.038864,88,3114.133483
-0.039907,86,3115.097567
-0.03867,86,3116.058923
-0.039418,86,3117.015661
-0.040054,87,3117.990433
-0.038827,85,3118.968067
-0.040747,83,3119.921212
-0.038549,84,3120.884069
-0.037113,86,3121.895563
-0.038033,86,3122.8905
-0.037772,84,3123.856335
-0.040036,85,3124.838374
-0.038396,86,3125.830117
-0.038581,86,3126.811216
-0.039199,87,3127.783647
-0.039089,84,3128.71915
-0.039191,85,3129.670339
-0.039969,86,3130.627337
-0.038289,84,3131.571244
-0.039299,84,3132.512886
-0.039528,84,3133.462366
-0.039511,83,3134.395425
-0.038451,85,3135.382138
-0.039445,85,3136.336551
-0.03755,87,3137.31316
-0.038852,85,3138.272576
-0.040601,84,3139.219125
-0.042474,4,3139.264863
-0.040762,84,3140.222656
-0.041201,84,3141.16668
-0.040657,83,3142.111483
-0.039182,84,3143.05521
-0.040046,85,3144.012309
-0.040028,84,3144.956484
-0.040344,86,3145.924029
-0.039697,85,3146.876611
-0.039681,86,3147.837116
-0.039576,83,3148.763069
-0.039664,86,3149.725581
-0.041057,84,3150.661768
-0.041448,85,3151.609794
-0.039418,86,3152.565625
-0.038793,85,3153.513417
-0.040936,84,3154.448937
-0.039432,85,3155.400363
-0.038559,85,3156.345243
-0.040783,83,3157.270087
-0.039778,84,3158.206212
-0.040361,84,3159.142081
-0.038981,83,3160.066835
-0.038993,84,3161.000947
-0.039699,84,3161.942551
-0.041232,83,3162.87686
-0.038715,83,3163.811948
-0.040289,83,3164.743797
-0.040312,82,3165.667417
-0.040178,83,3166.600628
-0.039,82,3167.521944
-0.040146,84,3168.463908
-0.041188,84,3169.409327
-0.040887,84,3170.355959
-0.038098,84,3171.300281
-0.040691,82,3172.227356
-0.039792,84,3173.176262
-0.04173,83,3174.117781
-0.040677,84,3175.055637
-0.041835,82,3175.97021
-0.04162,84,3176.904046
-0.041446,83,3177.829499
-0.040178,82,3178.743495
-0.041112,81,3179.650997
-0.042185,81,3180.552788
-0.041045,83,3181.494579
-0.041394,85,3182.453376
-0.042212,82,3183.374888
-0.043475,83,3184.305571
-0.041579,83,3185.240489
-0.039636,83,3186.176337
-0.042425,4,3186.221059
-0.041035,82,3187.141921
-0.042348,83,3188.075897
-0.042669,82,3188.995871
-0.040845,85,3189.953591
-0.041646,83,3190.884901
-0.041947,82,3191.80481
-0.042945,83,3192.739172
-0.042334,82,3193.660439
-0.043365,82,3194.584937
-0.042725,82,3195.520156
-0.041932,83,3196.451502
-0.042529,82,3197.372537
-0.040105,84,3198.317218
-0.041197,83,3199.249991
-0.043195,82,3200.16993
-0.042508,82,3201.092463
-0.043411,82,3202.010208
-0.041687,83,3202.932137
-0.043629,82,3203.856703
-0.042005,84,3204.795347
-0.041166,83,3205.724229
-0.043051,84,3206.659865
-0.043401,83,3207.58449
-0.043022,82,3208.496408
-0.042651,83,3209.425722
-0.042664,83,3210.352374
-0.042042,81,3211.254095
-0.041866,83,3212.17554
-0.0418,83,3213.097147
-0.04205,84,3214.033289
-0.042256,83,3214.957966
-0.041322,84,3215.90962
-0.04337,83,3216.838806
-0.042031,84,3217.783013
-0.043043,83,3218.707304
-0.043252,83,3219.639084
-0.042886,83,3220.611598
-0.043369,82,3221.527611
-0.043293,82,3222.444392
-0.042495,83,3223.371732
-0.042518,83,3224.296955
-0.042399,82,3225.220348
-0.043083,82,3226.139402
-0.039569,84,3227.076512
-0.043026,83,3228.002242
-0.043481,82,3228.923435
-0.043033,83,3229.873301
-0.042373,82,3230.811526
-0.042258,4,3230.857426
-0.044046,82,3231.7873
-0.042191,83,3232.728917
-0.042264,83,3233.687545
-0.043086,82,3234.611799
-0.041427,83,3235.551869
-0.042027,83,3236.495768
-0.043058,84,3237.444868
-0.043462,82,3238.368768
-0.042665,82,3239.291971
-0.041939,82,3240.21607
-0.042664,83,3241.148843
-0.041,84,3242.098861
-0.043901,81,3243.010645
-0.042722,83,3243.937174
-0.042431,17,3244.128376
-0.042155,83,3245.057429
-0.042026,83,3245.986311
-0.042319,83,3246.911846
-0.04271,83,3247.881238
-0.041015,84,3248.81828
-0.042416,82,3249.73884
-0.042334,4,3249.783469
-0.04321,82,3250.703616
