#{"t_start": 1741813880.028079, "env_id": "None"}
r,l,t
-0.041753,95,432.383835
-0.044349,92,433.443498
-0.042619,90,434.475225
-0.043553,89,435.471626
-0.043299,87,436.439394
-0.043776,92,437.464794
-0.045452,94,438.537637
-0.04485,91,439.581825
-0.044668,92,440.606445
-0.045408,93,441.643806
-0.044075,89,442.63759
-0.044303,87,443.612604
-0.043888,89,444.626278
-0.044748,86,445.613489
-0.043388,89,446.636971
-0.043967,88,447.647066
-0.042742,84,448.613747
-0.043638,91,449.676562
-0.042369,89,450.702615
-0.044019,88,451.713839
-0.041839,92,452.738228
-0.045735,94,453.794443
-0.042677,92,454.871797
-0.043136,88,455.887672
-0.045002,94,456.969626
-0.045096,92,458.031081
-0.045325,91,459.09426
-0.044594,92,460.157264
-0.04461,91,461.207521
-0.045039,95,462.304122
-0.045341,96,463.410199
-0.044001,73,464.267308
-0.044792,82,465.214151
-0.043461,79,466.145407
-0.045547,92,467.218478
-0.044601,78,468.128657
-0.044816,96,469.25758
-0.044118,82,470.188787
-0.043745,76,471.05307
-0.044123,96,472.152089
-0.044126,81,473.079055
-0.04232,80,473.999398
-0.042606,101,475.152872
-0.04265,80,476.083709
-0.04295,98,477.257702
-0.04142,101,478.440702
-0.04285,96,479.561804
-0.043801,102,480.713278
-0.042001,102,481.902623
-0.04053,100,483.081835
-0.042535,104,484.313405
-0.041133,104,485.497433
-0.038729,99,486.661746
-0.038364,93,487.757296
-0.039053,103,488.969869
-0.037875,97,490.104991
-0.03958,100,491.256503
-0.037938,100,492.416672
-0.037904,100,493.568521
-0.041739,107,494.832281
-0.039019,103,496.047007
-0.038433,96,497.174352
-0.038157,103,498.385149
-0.03762,102,499.57674
-0.039479,95,500.656184
-0.038185,102,501.81215
-0.039857,102,502.973206
-0.038705,94,504.039567
-0.037272,98,505.163785
-0.038623,108,506.382921
-0.037475,104,507.5588
-0.037929,128,509.005262
-0.040349,99,510.146563
-0.037911,102,511.299949
-0.037785,103,512.460324
-0.034283,115,513.758439
-0.038569,123,515.163823
-0.033237,122,516.537731
-0.040096,130,518.005269
-0.034606,121,519.380441
-0.039807,93,520.438334
-0.035604,110,521.680174
-0.040847,126,523.103767
-0.041609,123,524.507246
-0.03658,123,525.899597
-0.035845,117,527.223549
-0.039753,128,528.667836
-0.03817,122,530.061843
-0.040102,129,531.521545
-0.038524,121,532.900507
-0.035036,111,534.193114
-0.037271,120,535.605101
-0.041348,124,536.996245
-0.039228,103,538.163021
-0.040269,125,539.57213
-0.036019,96,540.655849
-0.040202,93,541.693099
-0.039331,97,542.772484
-0.036049,101,543.898702
-0.041122,130,545.373308
-0.041772,131,546.839442
-0.041424,129,548.286921
-0.042277,126,549.717444
-0.037788,101,550.852797
-0.040186,121,552.210288
-0.041286,127,553.625232
-0.039954,129,555.085018
-0.039203,107,556.301703
-0.034016,117,557.643434
-0.039902,101,558.777377
-0.037674,106,559.98644
-0.039111,124,561.370799
-0.039699,107,562.554901
-0.037373,111,563.78723
-0.039847,111,565.04365
-0.036114,122,566.403687
-0.037363,122,567.762344
-0.034478,106,568.943005
-0.0395,108,570.166597
-0.036482,110,571.389824
-0.03545,101,572.523077
-0.037771,89,573.521064
-0.038266,118,574.852554
-0.037153,103,576.018776
-0.040346,127,577.430366
-0.035734,118,578.74493
-0.036965,98,579.836499
-0.037538,99,580.96318
-0.036059,118,582.277194
-0.037783,96,583.350629
-0.035967,122,584.708296
-0.034183,121,586.082931
-0.037268,110,587.312499
-0.036085,107,588.575402
-0.033962,109,589.82185
-0.038135,122,591.272269
-0.03715,114,592.573363
-0.037874,129,594.049683
-0.036783,101,595.199846
-0.037724,107,596.44448
-0.032154,103,597.663022
-0.036606,112,598.900763
-0.038155,104,600.055306
-0.034854,105,601.246266
-0.036174,108,602.468896
-0.035492,104,603.648448
-0.033096,115,604.951654
-0.036464,94,606.039932
-0.035988,101,607.180709
-0.03599,113,608.457232
-0.032137,107,609.669494
-0.03389,104,610.863614
-0.031526,101,612.01528
-0.031318,96,613.108498
-0.033508,106,614.307502
-0.03591,103,615.472609
-0.031711,97,616.577429
-0.036426,99,617.695147
-0.029096,101,618.829028
-0.032008,101,619.963618
-0.032237,104,621.160063
-0.031212,103,622.302922
-0.03412,104,623.453641
-0.032553,102,624.587085
-0.027478,109,625.836197
-0.035204,93,626.876774
-0.031078,100,627.994176
-0.035654,101,629.115528
-0.031009,101,630.238535
-0.034132,99,631.367059
-0.032836,98,632.458521
-0.033378,104,633.618919
-0.03239,98,634.713385
-0.031269,101,635.864089
-0.036088,107,637.060487
-0.034865,102,638.217866
-0.035064,108,639.440846
-0.034246,100,640.570347
-0.030271,115,641.901172
-0.033734,103,643.062494
-0.033116,101,644.198497
-0.03326,102,645.349768
-0.032464,105,646.554014
-0.03213,102,647.702888
-0.027834,113,648.977026
-0.030203,111,650.227624
-0.032888,104,651.419236
-0.030658,104,652.612312
-0.031859,108,653.838005
-0.031307,102,654.98586
-0.032237,102,656.199825
-0.033675,104,657.368274
-0.032304,100,658.490927
-0.034411,97,659.58117
-0.033306,103,660.738699
-0.031206,107,661.971897
-0.033994,102,663.126354
-0.03548,99,664.247956
-0.033402,96,665.335669
-0.033659,96,666.441403
-0.03244,100,667.57051
-0.037232,93,668.625614
-0.029792,101,669.772209
-0.031715,96,670.859854
-0.033753,101,672.032789
-0.033909,98,673.138695
-0.030341,107,674.353243
-0.031923,98,675.45675
-0.030831,100,676.5915
-0.035229,97,677.671198
-0.034491,97,678.760802
-0.031545,107,679.953227
-0.033856,99,681.081111
-0.031919,99,682.217662
-0.03359,109,683.451112
-0.032252,104,684.62481
-0.033434,107,685.825954
-0.035822,102,686.982816
-0.033897,96,688.056465
-0.035367,105,689.225309
-0.036848,96,690.296022
-0.034496,106,691.494688
-0.037411,96,692.564236
-0.031843,107,693.754442
-0.036202,97,694.835687
-0.031519,106,696.021425
-0.032946,99,697.154701
-0.03348,104,698.332855
-0.035646,99,699.447622
-0.031596,104,700.615602
-0.032097,103,701.797826
-0.034259,96,702.870832
-0.033185,103,704.06968
-0.034441,100,705.213292
-0.034088,99,706.330307
-0.033329,105,707.525979
-0.032743,109,708.736569
-0.033012,103,709.890668
-0.031428,100,711.014923
-0.031605,99,712.158577
-0.03433,96,713.244583
-0.031112,96,714.313272
-0.030608,107,715.514014
-0.033867,99,716.661751
-0.036244,94,717.731982
-0.032912,100,718.868334
-0.032334,96,719.955051
-0.031235,114,721.22916
-0.030642,104,722.439515
-0.031578,98,723.535869
-0.032882,100,724.65221
-0.030618,101,725.78089
-0.030008,109,727.024635
-0.030487,106,728.204958
-0.03177,104,729.361419
-0.031091,104,730.525301
-0.032753,102,731.69373
-0.032162,101,732.823475
-0.028998,111,734.062699
-0.031826,102,735.201586
-0.031964,104,736.370382
-0.034519,92,737.427965
-0.030006,108,738.640978
-0.031272,104,739.811121
-0.030955,103,740.960843
-0.029217,109,742.20327
-0.030605,110,743.42633
-0.034476,93,744.465678
-0.028004,107,745.665181
-0.030615,97,746.763787
-0.032798,100,747.886136
-0.03226,96,748.958361
-0.032625,102,750.101599
-0.030911,98,751.192438
-0.031706,96,752.28437
-0.033225,105,753.451984
-0.031589,99,754.556407
-0.029878,105,755.727081
-0.032176,102,756.881935
-0.029164,104,758.049411
-0.030156,99,759.152649
-0.033533,107,760.344031
-0.032387,109,761.556528
-0.032549,98,762.676873
-0.032178,95,763.737311
-0.030127,104,764.904026
-0.033973,96,765.973248
-0.031164,100,767.11116
-0.034571,92,768.139644
-0.032676,100,769.253772
-0.03109,102,770.643074
-0.035531,96,772.010684
-0.032397,99,773.371298
-0.03402,90,774.513471
-0.03271,94,775.581468
-0.035382,107,776.901556
-0.036304,103,778.413922
-0.034235,95,779.563428
-0.033899,98,780.664453
-0.034043,90,781.673647
-0.033405,99,782.807169
-0.035529,89,783.813683
-0.03497,92,784.849976
-0.03361,94,785.907938
-0.033896,93,786.9437
-0.033977,102,788.103583
-0.035928,97,789.181733
-0.036102,93,790.219622
-0.03513,95,791.27475
-0.033587,95,792.363868
-0.032382,99,793.467641
-0.033349,94,794.516491
-0.035396,97,795.597765
-0.034708,93,796.631513
-0.042438,5,796.687137
-0.035993,94,797.757255
-0.035324,99,798.877136
-0.033414,91,799.897655
-0.033561,94,800.944975
-0.035089,91,801.964523
-0.034235,91,803.007155
-0.035114,92,804.031677
-0.0351,94,805.078032
-0.035405,92,806.103838
-0.033783,94,807.150429
-0.034509,100,808.286227
-0.034349,95,809.36103
-0.035538,95,810.435833
-0.036697,91,811.452752
-0.034762,94,812.520246
-0.034389,92,813.545934
-0.033045,90,814.548535
-0.033211,90,815.551165
-0.035219,98,816.669145
-0.035599,98,817.834867
-0.034577,93,818.872576
-0.035125,92,819.901694
-0.035554,95,820.969651
-0.035366,101,822.112729
-0.034369,90,823.149395
-0.03242,98,824.252575
-0.034349,93,825.299373
-0.035199,96,826.38243
-0.03522,94,827.453604
-0.034304,97,828.575744
-0.034454,94,829.637618
-0.033543,99,830.751051
-0.035063,92,831.790397
-0.035755,91,832.878165
-0.034583,92,833.921663
-0.034517,93,834.969413
-0.033497,98,836.084388
-0.034387,95,837.157188
-0.03547,93,838.235677
-0.031593,98,839.339303
-0.035897,92,840.374653
-0.034827,92,841.409967
-0.035377,93,842.457467
-0.034934,93,843.528289
-0.035774,90,844.538918
-0.033623,91,845.570666
-0.035304,94,846.631389
-0.042331,9,846.732536
-0.035396,89,847.786747
-0.033636,100,848.924871
-0.035675,91,849.956062
-0.034065,95,851.029777
-0.034965,90,852.057601
-0.036196,91,853.107348
-0.034189,95,854.181931
-0.042666,10,854.295986
-0.033902,92,855.33581
-0.036283,92,856.404633
-0.036115,89,857.396188
-0.034161,96,858.530914
-0.035127,92,859.572145
-0.037649,86,860.542446
-0.034647,93,861.592743
-0.036012,90,862.603309
-0.03713,89,863.627002
-0.036545,88,864.629726
-0.03367,95,865.709741
-0.033971,93,866.759884
-0.035269,94,867.842688
-0.034102,93,868.903475
-0.036253,91,869.933744
-0.035812,88,870.929874
-0.035936,89,871.936413
-0.03647,90,872.964035
-0.035565,89,873.979677
-0.035507,90,874.997636
-0.034336,92,876.027376
-0.034377,90,877.030959
-0.035375,88,878.033651
-0.036073,91,879.052811
-0.035293,91,880.068958
-0.0356,92,881.102262
-0.034388,90,882.114727
-0.036679,88,883.117022
-0.036211,88,884.108333
-0.036238,88,885.092198
-0.035775,89,886.099101
-0.034717,91,887.124298
-0.037019,90,888.161614
-0.035102,93,889.209074
-0.034029,93,890.252727
-0.036801,90,891.257713
-0.036699,92,892.29429
-0.034439,91,893.338691
-0.036157,88,894.336279
-0.036918,91,895.42369
-0.035386,92,896.457344
-0.036409,89,897.451405
-0.036791,90,898.476692
-0.036636,92,899.505941
-0.03639,91,900.524952
-0.037521,92,901.551562
-0.038083,91,902.570303
-0.037193,90,903.618837
-0.037427,89,904.613591
-0.037809,90,905.62029
-0.036735,90,906.626505
-0.038098,90,907.633212
-0.038567,88,908.634592
-0.037014,89,909.631428
-0.037043,90,910.636359
-0.03678,91,911.700696
-0.036092,93,912.741149
-0.03658,91,913.776164
-0.036561,91,914.782109
-0.036472,89,915.770269
-0.037091,91,916.781228
-0.037068,89,917.767942
-0.036979,91,918.842239
-0.036471,92,919.884424
-0.035421,93,920.924106
-0.037022,87,921.907392
-0.037023,89,922.911832
-0.036686,90,923.949501
-0.037315,89,924.953597
-0.037524,89,925.956893
-0.037474,91,926.982277
-0.037689,90,927.999918
-0.037539,91,929.044927
-0.037986,91,930.074896
-0.03757,88,931.111122
-0.037221,89,932.116602
-0.037084,90,933.132746
-0.03713,90,934.171093
-0.037704,90,935.187133
-0.037484,90,936.208621
-0.037488,88,937.19909
-0.03714,90,938.216562
-0.038279,89,939.239092
-0.037002,92,940.278889
-0.036559,92,941.317937
-0.037327,89,942.323539
-0.036585,91,943.356132
-0.037333,92,944.422506
-0.037578,88,945.415792
-0.036912,92,946.456017
-0.037161,92,947.496073
-0.037129,89,948.516726
-0.036667,91,949.576223
-0.037356,88,950.59384
-0.036732,89,951.629568
-0.037003,89,952.671036
-0.035774,89,953.687129
-0.036218,91,954.716914
-0.036591,92,955.762898
-0.03667,92,956.887491
-0.037956,89,957.938276
-0.038212,86,958.927712
-0.036557,88,959.916213
-0.037497,90,960.916799
-0.037111,89,961.938776
-0.038475,86,962.899202
-0.03759,88,963.90248
-0.038545,88,964.90708
-0.038085,91,965.930306
-0.037863,88,966.93827
-0.042581,7,967.021341
-0.037247,91,968.285849
-0.039132,91,969.48609
-0.036829,90,970.774821
-0.03806,93,972.06781
-0.037824,91,973.277589
-0.038698,90,974.511398
-0.038141,89,975.628983
-0.038469,87,976.694136
-0.036455,88,977.840494
-0.039223,93,979.097762
-0.038264,89,980.220017
-0.038147,89,981.227993
-0.038802,88,982.226023
-0.038415,89,983.22748
-0.037593,90,984.255183
-0.03912,90,985.333571
-0.039818,91,986.48175
-0.038713,90,987.619674
-0.039501,94,988.683625
-0.037486,89,989.705754
-0.037471,88,990.697247
-0.037661,87,991.677255
-0.039162,88,992.665024
-0.038927,89,993.665454
-0.039812,90,994.982408
-0.038433,88,996.437804
-0.038494,89,998.056492
-0.038556,90,999.235067
-0.038622,88,1000.390397
-0.03961,87,1001.460166
-0.039801,91,1002.489035
-0.039329,88,1003.48108
-0.039165,90,1004.492523
-0.039003,88,1005.578684
-0.038481,88,1006.709202
-0.038386,87,1007.769439
-0.039452,88,1008.990937
-0.039531,87,1010.181038
-0.038613,90,1011.22824
-0.038787,87,1012.22777
-0.042233,6,1012.298758
-0.037272,89,1013.350736
-0.038789,88,1014.439181
-0.038924,89,1015.58981
-0.039989,88,1016.608384
-0.03719,87,1017.592146
-0.039847,86,1018.563564
-0.03995,87,1019.5408
-0.038706,91,1020.561766
-0.039734,88,1021.553087
-0.039301,89,1022.626795
-0.042458,3,1022.675291
-0.038152,90,1023.993963
-0.039773,91,1025.232159
-0.038758,87,1026.375111
-0.038819,88,1027.596994
-0.039742,88,1028.718426
-0.03856,88,1029.712435
-0.042545,4,1029.75732
-0.040028,86,1030.963023
-0.038536,88,1032.045527
-0.038622,90,1033.068556
-0.037674,92,1034.229327
-0.038404,92,1035.321835
-0.04054,86,1036.298428
-0.040596,86,1037.275006
-0.038549,91,1038.311766
-0.039241,86,1039.306257
-0.038679,87,1040.278695
-0.037587,87,1041.262079
-0.037066,90,1042.27882
-0.037112,91,1043.30515
-0.037599,89,1044.327156
-0.03803,85,1045.278867
-0.038461,87,1046.24485
-0.037426,88,1047.219179
-0.038435,86,1048.17129
-0.036968,89,1049.162852
-0.040938,87,1050.146754
-0.03851,89,1051.146415
-0.040197,86,1052.160228
-0.038248,87,1053.137411
-0.041628,85,1054.096332
-0.037173,90,1055.112147
-0.037857,89,1056.144758
-0.037432,89,1057.145739
-0.039102,88,1058.140159
-0.037806,88,1059.129229
-0.036465,91,1060.158394
-0.038644,88,1061.174162
-0.037695,89,1062.162309
-0.03772,87,1063.127023
-0.038737,87,1064.094116
-0.038698,88,1065.072341
-0.037208,88,1066.069254
-0.037688,90,1067.083582
-0.038861,85,1068.058874
-0.038442,87,1069.037011
-0.039361,84,1069.985251
-0.03826,88,1070.972291
-0.040713,85,1071.941033
-0.036693,91,1072.997783
-0.039666,85,1073.989148
-0.037034,89,1075.002327
-0.037119,92,1076.083438
-0.039356,86,1077.051589
-0.038747,86,1078.021882
-0.038188,90,1079.065054
-0.037846,86,1080.034258
-0.03944,86,1081.013108
-0.039246,86,1082.002706
-0.039618,86,1082.990742
-0.036463,91,1084.066104
-0.038793,86,1085.061012
-0.037925,87,1086.067146
-0.039195,86,1087.081036
-0.037599,87,1088.104861
-0.04222,85,1089.128715
-0.037458,87,1090.178432
-0.039334,85,1091.207067
-0.040755,85,1092.239788
-0.038209,86,1093.367138
-0.040381,85,1094.500161
-0.037146,87,1095.636413
-0.038462,87,1096.794085
-0.040582,84,1097.915577
-0.040008,85,1099.09199
-0.039603,85,1100.592472
-0.039368,86,1101.996519
-0.040326,85,1103.129901
-0.042805,11,1103.272779
-0.040723,86,1104.446579
-0.039166,85,1105.710823
-0.040923,84,1106.834169
-0.03993,86,1107.971071
-0.03939,87,1109.13907
-0.03943,86,1110.119956
-0.040108,85,1111.085527
-0.041089,84,1112.039388
-0.041443,86,1113.01216
-0.041186,86,1114.01522
-0.040978,86,1114.991949
-0.040283,87,1115.977055
-0.040221,88,1116.971624
-0.040531,86,1117.94587
-0.041263,86,1118.953729
-0.040963,86,1119.930916
-0.040678,84,1120.882175
-0.040985,86,1121.863425
-0.04155,86,1122.841123
-0.040442,86,1123.843257
-0.040494,86,1124.834915
-0.04081,86,1125.824142
-0.042362,84,1126.781253
-0.04087,87,1127.770137
-0.039673,87,1128.777073
-0.041623,86,1129.757274
-0.041434,86,1130.731413
-0.042838,13,1130.880487
-0.039602,87,1131.878399
-0.041118,88,1132.880696
-0.042524,4,1132.926394
-0.040909,85,1133.922545
-0.040881,86,1134.900077
-0.039638,87,1135.88004
-0.039381,85,1136.875207
-0.039494,85,1137.876051
-0.042616,5,1137.942795
-0.042579,11,1138.085974
-0.040388,86,1139.056679
-0.042559,14,1139.223254
-0.039984,87,1140.346107
-0.040111,87,1141.54678
-0.042464,2,1141.571976
-0.040221,85,1142.622185
-0.040446,86,1143.614127
-0.039959,87,1144.673133
-0.039535,86,1145.805651
-0.040643,86,1147.033955
-0.040059,86,1148.167051
-0.039999,88,1149.24052
-0.039812,87,1150.546521
-0.042459,7,1150.637271
-0.040573,86,1151.702428
-0.042544,11,1151.836791
-0.042648,8,1151.931636
-0.04001,87,1153.208654
-0.04066,85,1154.285595
-0.038515,85,1155.262718
-0.039735,86,1156.279425
-0.039187,86,1157.320903
-0.040047,86,1158.680253
-0.039266,86,1159.955944
-0.038569,88,1161.188587
-0.042362,5,1161.268259
-0.040301,84,1162.424181
-0.042527,6,1162.504022
-0.038997,87,1163.588849
-0.04256,7,1163.677989
-0.040016,85,1164.741631
-0.039817,86,1165.892184
-0.039508,86,1166.919237
-0.039213,86,1167.946497
-0.039755,86,1169.140451
-0.038934,87,1170.156924
-0.039348,86,1171.133338
-0.037994,86,1172.1059
-0.03963,86,1173.123242
-0.0395,87,1174.109452
-0.04002,85,1175.072654
-0.042438,10,1175.186168
-0.041996,5,1175.242342
-0.042773,9,1175.344201
-0.039499,85,1176.313478
-0.039379,85,1177.325181
-0.042955,15,1177.502162
-0.042957,15,1177.718112
-0.039516,88,1178.824226
-0.039407,86,1179.900892
-0.039631,85,1180.859679
-0.038943,87,1181.914474
-0.039359,88,1183.114697
-0.038421,86,1184.329999
-0.039787,85,1185.519176
-0.039754,87,1186.563372
-0.038098,86,1187.650833
-0.03869,87,1188.761273
-0.038466,87,1189.844811
-0.038931,87,1190.842087
-0.039174,87,1191.907881
-0.039688,84,1192.963382
-0.038498,88,1194.118439
-0.039082,86,1195.168061
-0.040305,85,1196.223942
-0.039805,88,1197.295728
-0.039607,88,1198.304419
-0.038833,88,1199.601297
-0.041398,87,1200.704237
-0.03835,90,1201.711446
-0.040032,86,1202.745519
-0.039963,87,1203.910448
-0.039607,87,1205.273839
-0.039947,85,1206.366003
-0.039535,87,1207.387869
-0.03955,87,1208.404955
-0.039109,88,1209.403054
-0.038742,87,1210.529161
-0.040288,86,1211.680331
-0.038878,87,1212.852909
-0.039123,87,1214.026201
-0.038462,85,1215.155077
-0.038511,87,1216.506783
-0.040447,85,1217.728377
-0.039202,86,1219.039358
-0.040161,84,1220.810223
-0.039527,87,1222.490153
-0.038427,89,1223.829206
-0.039816,87,1225.006246
-0.040306,86,1226.198822
-0.039295,84,1227.607854
-0.039741,87,1229.059972
-0.039391,87,1230.206645
-0.040284,86,1231.333858
-0.039734,86,1232.585926
-0.038586,87,1233.864114
-0.039781,89,1235.337742
-0.039076,86,1236.647647
-0.040328,87,1238.109242
-0.040486,86,1239.257111
-0.039879,87,1240.244447
-0.040786,87,1241.191952
-0.0392,88,1242.152206
-0.04011,87,1243.109952
-0.039389,85,1244.040408
-0.039629,87,1244.996501
-0.039443,86,1245.941086
-0.037346,89,1246.935601
-0.039789,87,1247.907941
-0.039487,85,1248.85834
-0.037259,88,1249.853432
-0.039675,87,1250.855174
-0.039605,86,1251.850419
-0.039414,86,1252.821392
-0.039318,85,1253.768556
-0.039093,86,1254.725218
-0.039935,85,1255.711672
-0.038706,85,1256.661199
-0.039582,85,1257.615073
-0.039079,86,1258.589138
-0.03934,87,1259.552347
-0.039304,86,1260.504005
-0.038641,86,1261.455412
-0.040069,86,1262.413807
-0.03903,86,1263.365671
-0.03808,86,1264.320992
-0.039042,87,1265.285516
-0.039137,87,1266.252681
