t[s],x[m],y[m],vx[m/s],vy[m/s],mass[kg],tau[-]
493.5000000000437,25786.58337006537,9812.7899796651,-1.992270816523048,-334.3579731940077,590552.1865274356,0.24865232243329316
493.60000000004374,25786.38538564287,9779.465074039661,-1.9798442250216335,-333.249056254391,590155.5932242741,0.24803335271488153
493.70000000004376,25786.188638297674,9746.250728161305,-1.9674734519375163,-332.1434587835553,589760.014894263,0.247398578523354
493.8000000000438,25785.993122452164,9713.146609058898,-1.955158455081854,-331.0411910240607,589365.4739932257,0.24674976023886847
493.9000000000438,25785.798832526947,9680.152381702108,-1.9428992521678923,-329.9422735679064,588971.9899720001,0.24608877720912908
494.0000000000438,25785.60576291531,9647.267704638487,-1.9306961163646579,-328.84677063620524,588579.5776552039,0.24541852271762915
494.10000000004385,25785.41390808165,9614.492246646356,-1.918548336624365,-327.7545799213127,588188.2404254129,0.24474615272995265
494.2000000000439,25785.223262480147,9581.825672982697,-1.9064560150164902,-326.665736636587,587797.9961545779,0.2440626054484245
494.3000000000439,25785.033820576027,9549.267648966943,-1.8944190411979451,-325.5802401575344,587408.8558110012,0.24337219848283081
494.4000000000439,25784.845576848904,9516.81784054986,-1.8824372712312387,-324.49808417082227,587020.8290272199,0.24267576723365336
494.50000000004394,25784.658525794446,9484.475914595301,-1.8705105445913783,-323.4192595455852,586633.9249852385,0.24197359346872954
494.60000000004396,25784.472661925305,9452.2415390466,-1.8586386914225788,-322.3437554870111,586248.1528569806,0.24126568349243388
494.700000000044,25784.287979771587,9420.114383025875,-1.8468215371841894,-321.27156020724686,585863.5220663291,0.24055187972705877
494.800000000044,25784.10447388017,9388.094116709875,-1.8350589141993185,-320.20266315999044,585480.0424474225,0.2398319255948505
494.90000000004403,25783.92213880976,9356.180410477058,-1.8233507040723302,-319.1370623281798,585097.7240550397,0.23910568310497116
495.00000000004405,25783.740969145045,9324.372937371547,-1.8116966471501006,-318.07473105510405,584716.5758379932,0.23837384393972705
495.1000000000441,25783.56095949025,9292.671372000852,-1.8000965479459412,-317.01565370695346,584336.6094801499,0.23763469756920175
495.2000000000441,25783.382104468972,9261.07539051519,-1.7885502127615178,-315.95981485661304,583957.8376933218,0.23688760110649548
495.3000000000441,25783.204398723927,9229.584670572302,-1.7770574504366274,-314.9071994288818,583580.2741910584,0.23613192805487915
495.40000000004414,25783.02783691576,9198.198891136764,-1.7656180816731248,-313.85779435536745,583203.9336397059,0.23536708252615024
495.50000000004417,25782.852413720477,9166.91773203142,-1.7542319528264323,-312.81159105345074,582828.8313512518,0.23459266072987456
495.6000000000442,25782.678123825634,9135.74087325899,-1.7428989484290676,-311.7685877242824,582454.9825886047,0.233808693360453
495.7000000000442,25782.504961926228,9104.667994261932,-1.7316189940698519,-310.728789970579,582082.4015102461,0.23301587113736932
495.80000000004424,25782.33292272153,9073.698773339047,-1.7203920470051384,-309.6922092288514,581711.1000150595,0.23221560723560025
495.90000000004426,25782.16200091342,9042.832887324523,-1.7092180810722817,-308.65886014523653,581341.0868278089,0.23140988678050511
496.0000000000443,25781.992191206013,9012.070011490021,-1.6980970740631607,-307.628758345022,580972.3669907991,0.2306010128184457
496.1000000000443,25781.82348830595,8981.40981957414,-1.687029000633286,-306.60191915880455,580604.94170168,0.22979138983435032
496.2000000000443,25781.655886923334,8950.851983865105,-1.676013826133724,-305.5783570903559,580238.8083493789,0.2289833998407828
496.30000000004435,25781.48938177307,8920.396175307535,-1.6650515026346937,-304.55808557570623,579873.9606331665,0.22817935038529508
496.4000000000444,25781.32396752959,8890.042055721085,-1.6541424347727547,-303.5411958644882,579510.3887197212,0.2273814507858255
496.5000000000444,25781.159638901805,8859.789291040586,-1.6432862778722597,-302.52764680499473,579148.0671007042,0.226599504352475
496.6000000000444,25780.99639062228,8829.63754942876,-1.632482795256371,-301.51741611826037,578786.9751891057,0.2258304332374102
496.70000000004444,25780.834217407057,8799.58649387578,-1.6217321522467811,-300.5105555298023,578427.0943957282,0.22507298798937497
496.80000000004446,25780.673114008918,8769.635791990666,-1.6110339814036077,-299.5070188511457,578068.3965992,0.2243331301238191
496.9000000000445,25780.513075103765,8739.785094949679,-1.6003890515394836,-298.50697040986955,577710.8593851263,0.22360729044117544
497.0000000000445,25780.354095617648,8710.0340982116,-1.5897948611899064,-297.50996738078805,577354.4332420956,0.2229124156822429
497.10000000004453,25780.1961703259,8680.382467143021,-1.5792529174696661,-296.516310685781,576999.1361487122,0.2222062969274643
497.20000000004455,25780.039294126982,8650.829887971373,-1.5687619891974354,-295.5257917164877,576644.9378275076,0.22151911399931246
497.3000000000446,25779.88346193363,8621.37604757008,-1.5583219334989589,-294.5384040129298,576291.8390390553,0.22083145540096155
497.4000000000446,25779.728668593147,8592.020618019147,-1.5479334048448308,-293.55429550932206,575939.8401668265,0.2201435569758955
497.5000000000446,25779.57490911028,8562.76329954565,-1.5375948286443841,-292.5731847349741,575588.9171438684,0.21947071025988657
497.60000000004464,25779.422178422712,8533.603777638666,-1.527306875690875,-291.59521906983895,575239.0883320624,0.21878637984264976
497.70000000004467,25779.270471478154,8504.541737630288,-1.517069445581314,-290.62040008376897,574890.3477947903,0.2181057622447506
497.8000000000447,25779.119783240865,8475.57686593177,-1.5068823728770098,-289.6487169851983,574542.6879552554,0.21742988325011225
497.9000000000447,25778.970108695026,8446.70885091678,-1.4967454584037025,-288.6801501498931,574196.1015214345,0.21675856475851218
498.00000000004474,25778.821442947512,8417.937402035634,-1.486657475160921,-287.7144888114748,573850.5828671893,0.21609076490904372
498.10000000004476,25778.6737808989,8389.26218697568,-1.4766204861452878,-286.75215059952615,573506.1578458254,0.21540679614807706
498.2000000000448,25778.52711758929,8360.682898107263,-1.4666330961098828,-285.7928886841812,573162.7859106939,0.21474818566011555
498.3000000000448,25778.38144808319,8332.199230362165,-1.456695060982308,-284.836677450993,572820.4635074286,0.21409179810774226
498.4000000000448,25778.23676746449,8303.810880198987,-1.4468061870318303,-283.88350163177876,572479.1897055819,0.21343599246646267
498.50000000004485,25778.093070834326,8275.51754547366,-1.4369663016251213,-282.9333472532709,572138.9645968956,0.21278012944884517
498.6000000000449,25777.95035331611,8247.318926243433,-1.4271751821359775,-281.9861923022612,571799.7890996054,0.21212369215769628
498.7000000000449,25777.80861016829,8219.21474706699,-1.4174314782121602,-281.04179176444285,571461.6662177083,0.21146537613731736
498.8000000000449,25777.667836414043,8191.204683998642,-1.4077375424781924,-280.1006306834693,571124.6358237492,0.21078212343503666
498.90000000004494,25777.528027214597,8163.288437503549,-1.3980919944586157,-279.16246495093617,570788.660944762,0.21012199398954823
499.00000000004496,25777.38917774442,8135.465709275329,-1.388494701789842,-278.22728228220853,570453.7412073833,0.20946209804916255
499.100000000045,25777.251283189664,8107.736201081335,-1.3789455475489312,-277.29508193994184,570119.8768139523,0.2088020755638293
499.200000000045,25777.114338744366,8080.0996145843765,-1.3694444529593255,-276.36586496958654,569787.0667467037,0.2081426895989429
499.30000000004503,25776.978339614652,8052.555651270447,-1.3599912971528434,-275.43963313929015,569455.3084885232,0.20748487786203018
499.40000000004505,25776.84328101538,8025.104011885431,-1.35058599271867,-274.5163938501588,569124.5979081475,0.2068296498579285
499.5000000000451,25776.709158155325,7997.744393686425,-1.3412286005351486,-273.59618199005814,568794.9283792857,0.20617856600127354
499.6000000000451,25776.575966272772,7970.476497584717,-1.3319188255180314,-272.67896101706935,568466.2864890979,0.205535870666672
499.7000000000451,25776.443700617805,7943.300024574941,-1.3226565496711256,-271.76473009776385,568138.6631567325,0.20489885458587925
499.80000000004515,25776.312356402395,7916.214665510644,-1.3134421540993055,-270.85359064296443,567812.0480826006,0.20426827996934172
499.90000000004517,25776.181928946524,7889.220131419015,-1.304274558717919,-269.9453409162933,567486.4138040126,0.20365488078904093
500.0000000000452,25776.05241353758,7862.316124136692,-1.2951540894347602,-269.04007282322704,567161.762911519,0.20303986145290998
500.1000000000452,25775.923805477247,7835.502345640713,-1.2860806033482717,-268.13778495978903,566838.0823637553,0.20243299831449507
500.20000000004524,25775.796100081658,7808.778498558901,-1.277053955874593,-267.23847081812204,566515.3579881919,0.20183499881547834
500.30000000004526,25775.669292682767,7782.144286369008,-1.2680739889086,-266.3421218989307,566193.5752761763,0.20124607317039062
500.4000000000453,25775.543378628987,7755.599413560565,-1.2591405377977631,-265.44872808443034,565872.7196953242,0.20066623622142693
500.5000000000453,25775.418353285757,7729.14358575905,-1.250253432313261,-264.5582780151479,565552.7769447967,0.20009534315780814
500.6000000000453,25775.294212035864,7702.776509807356,-1.241412498928324,-263.67075951694267,565233.7331526742,0.19953312572908005
500.70000000004535,25775.170950279597,7676.49789380839,-1.2326175626679476,-262.78615998966393,564915.5750074006,0.1989792334784885
500.8000000000454,25775.048563428776,7650.307445868243,-1.2238685081919964,-261.9044794014633,564598.2898290574,0.19843327137366068
500.9000000000454,25774.927046905545,7624.204873830495,-1.2151652323220457,-261.02572037748587,564281.863614624,0.19789606689565492
501.0000000000454,25774.806396162367,7598.189889555418,-1.206507431772659,-260.14984275077154,563966.2806222144,0.19736870754795333
501.10000000004544,25774.68660666917,7572.262206199779,-1.1978949319655068,-259.27683355638493,563651.5300409744,0.19684810941486547
501.20000000004546,25774.567673912763,7546.421538107125,-1.1893275640701357,-258.40668092653954,563337.6017688237,0.19633382922208542
501.3000000000455,25774.44959339665,7520.667600775615,-1.1808051611392185,-257.5393733151045,563024.4862466874,0.19582552736888886
501.4000000000455,25774.332360640856,7495.000110829524,-1.1723275579305263,-256.6748994609097,562712.174413092,0.1953228926502183
501.50000000004553,25774.21597118178,7469.418785992899,-1.1638945907712495,-255.8132483662481,562400.6576643282,0.19482563877600173
501.60000000004555,25774.10042057204,7443.923345065517,-1.1555060974207731,-254.95440927381472,562089.9278178274,0.1943335023607627
501.7000000000456,25773.985704380346,7418.513507901133,-1.1471619169423906,-254.09837164384194,561779.9770790073,0.19384624075389134
501.8000000000456,25773.871818191386,7393.188995387867,-1.138861889580824,-253.24512513266313,561470.7980115688,0.19336362988160888
501.9000000000456,25773.758757729505,7367.94955689913,-1.1306046188215615,-252.39438488737915,561162.3835110321,0.19288546222091768
502.00000000004565,25773.646518473022,7342.794884787018,-1.1223925648334723,-251.546721121112,560854.7696140796,0.19238475686453554
502.10000000004567,25773.53509605095,7317.724702271632,-1.1142242207272097,-250.70182515386838,560547.902311708,0.19191782927012013
502.2000000000457,25773.424486111257,7292.738734257171,-1.1060993969187178,-249.85968014460593,560241.7743002346,0.19145546947060615
502.3000000000457,25773.314684317353,7267.836706624561,-1.098017939049027,-249.02027632610395,559936.3796330866,0.19099682871634732
502.40000000004574,25773.205686348007,7243.018346204051,-1.0899796934710715,-248.18360420509268,559631.7126251945,0.19054174346043534
502.50000000004576,25773.097487907642,7218.283383035733,-1.0819844036539719,-247.34963168318424,559327.7678140459,0.19009007451338
502.6000000000458,25772.99008472403,7193.631549956731,-1.0740318360983805,-246.51833079002174,559024.5434882406,0.18963947589298213
502.7000000000458,25772.88347252186,7169.062576566105,-1.0661220217363852,-245.6897339062552,558722.04105922,0.1891879945431817
502.8000000000458,25772.7776470406,7144.576193282777,-1.058254812583141,-244.86383283328118,558420.2556637662,0.18873955469775106
502.90000000004585,25772.672604034862,7120.172131419454,-1.0504300573758767,-244.04061863323548,558119.1824735445,0.18829413454030025
503.0000000000459,25772.568339274312,7095.850123172912,-1.0426476055015175,-243.2200824654131,557818.8168133798,0.18785163828337204
503.1000000000459,25772.46484854361,7071.609901612377,-1.0349073070240793,-242.40221560534937,557519.1541495,0.1874119774920282
503.2000000000459,25772.36212764234,7047.451200667868,-1.0272090126871054,-241.58700944508863,557220.1900747629,0.18697507297080607
503.30000000004594,25772.26017238495,7023.373755118895,-1.0195525738854938,-240.77445548972716,556921.9202937889,0.18654085482229937
503.40000000004596,25772.158978600688,6999.377300583863,-1.0119378426274652,-239.96454535032512,556624.3406085805,0.18610926214260104
503.500000000046,25772.058542133538,6975.461573510492,-1.0043646714838057,-239.15727073370988,556327.4469051977,0.1856802423615131
503.600000000046,25771.958858842627,6951.626311167457,-0.9968329091022711,-238.35262343034674,556031.2351419758,0.18525375027732643
503.70000000004603,25771.859924602697,6927.87125163698,-0.9893423993145907,-237.55059530477195,555735.7013395962,0.1848297468980919
503.80000000004605,25771.761735301494,6904.196133898554,-0.9818930120486952,-236.7511773842536,555440.8415726144,0.18440819853038387
503.9000000000461,25771.664286836534,6880.6006965182005,-0.9744846495995619,-235.95437380352948,555146.6521030453,0.1839889879354413
504.0000000000461,25771.567575129688,6857.084681241055,-0.967117068459301,-235.16015277145544,554853.1273399529,0.18357327396680342
504.1000000000461,25771.471596112107,6833.647829369691,-0.9597901757967905,-234.3685187136389,554560.2654382079,0.18315871396018774
504.20000000004615,25771.376345729306,6810.289882982142,-0.9525038280089542,-233.57946387548392,554268.0626664457,0.18274648758570294
504.30000000004617,25771.281819941214,6787.01058494661,-0.9452578809133564,-232.79298035532523,553976.5153029074,0.18233658883580536
504.4000000000462,25771.188014722164,6763.80967891937,-0.9380521905047503,-232.00906027240254,553685.6196612599,0.18192899555493922
504.5000000000462,25771.09492606087,6740.686909342589,-0.9308866129547546,-231.2276957677991,553395.3720903072,0.18152368576797429
504.60000000004624,25771.002549960405,6717.642021442219,-0.9237610046153792,-230.4488790037039,553105.7689735526,0.1811206377735779
504.70000000004626,25770.910882438202,6694.674761225916,-0.916675222019467,-229.6726021630251,552816.8067288727,0.18071983007443426
504.8000000000463,25770.819919526013,6671.78487548099,-0.9096291218849449,-228.89885744925866,552528.481808248,0.1803212413415538
504.9000000000463,25770.7296572699,6648.972111772339,-0.9026225611182036,-228.12763708650886,552240.7906975113,0.17992485040337763
505.0000000000463,25770.64009173022,6626.236218440379,-0.8956553968155369,-227.35893331959693,551953.7299160899,0.17953063624959809
505.10000000004635,25770.551218981593,6603.576944598957,-0.8887274862683587,-226.5927384142155,551667.2960167278,0.1791385780436867
505.2000000000464,25770.463035112894,6580.994040133248,-0.8818386869649348,-225.829044657094,551381.4855851803,0.17874865513996335
505.3000000000464,25770.375536227235,6558.487255697632,-0.8749888565931774,-225.06784435616413,551096.29523988,0.17836084710178748
505.4000000000464,25770.28871844193,6536.05634271356,-0.868177853043799,-224.3091298407124,550811.721631573,0.17797513371980095
505.50000000004644,25770.20257788849,6513.701053367409,-0.861405534411051,-223.55289346151193,550527.7614429289,0.17759149502906715
505.60000000004646,25770.11711071259,6491.421140608316,-0.8546717589963779,-222.7991275909368,550244.4113881247,0.17720991132426114
505.7000000000465,25770.032313074036,6469.216358140432,-0.8479763855226149,-222.04782467883584,549961.6682124088,0.17683036317314565
505.8000000000465,25769.948181145453,6447.086460083449,-0.841319285838548,-221.29898056983146,549679.5286829474,0.1764528368680941
505.90000000004653,25769.864711114926,6425.031201665495,-0.83470030527125,-220.5525841795398,549397.9890623514,0.17607764796290692
506.00000000004655,25769.781899184636,6403.050338870697,-0.8281193028840945,-219.80862794798753,549117.0461902835,0.1757044355637989
506.1000000000466,25769.699741570832,6381.143628434999,-0.8215761380400629,-219.06710435696993,548836.6969386335,0.17533317951553168
506.2000000000466,25769.6182345038,6359.310827843974,-0.8150706703129802,-218.32800591024974,548556.9382079267,0.17496386190924665
506.3000000000466,25769.53737422785,6337.551695330629,-0.8086027594903658,-217.59132513345335,548277.766926805,0.17459646516054617
506.40000000004665,25769.457157001292,6315.865989873224,-0.8021722655739832,-216.85705457404845,547999.1800515199,0.1742309720021346
506.50000000004667,25769.377579096414,6294.253471193093,-0.7957790487800925,-216.12518680131143,547721.1745654243,0.17386736548437084
506.6000000000467,25769.29863679946,6272.713899752464,-0.7894229695385092,-215.39571440628333,547443.7474784658,0.17350562897487293
506.7000000000467,25769.22032641061,6251.247036752293,-0.7831038884955616,-214.668630001717,547166.8958266813,0.17314574615700168
506.80000000004674,25769.14264424396,6229.852644130092,-0.7768216665118928,-213.94392622200857,546890.6166716963,0.17278770102745483
506.90000000004676,25769.065586627494,6208.53048455778,-0.7705761646634877,-213.2215957231186,546614.90710023,0.17243147789249014
507.0000000000468,25768.98914990307,6187.280321439533,-0.7643672442414061,-212.50163118247906,546339.7642236077,0.17207706136294523
507.1000000000468,25768.913330426396,6166.101918909644,-0.7581947667521726,-211.7840252988827,546065.1851772845,0.1717244363480437
507.2000000000468,25768.838124567003,6144.995041830409,-0.752058593917212,-211.0687707923544,545791.1671203804,0.17137358804741187
507.30000000004685,25768.763528708234,6123.959455790009,-0.7459585876728201,-210.35586040400028,545517.7072352318,0.17102450194131577
507.4000000000469,25768.689539246814,6102.994927100427,-0.7398946141962907,-209.64528689581715,545244.8027269617,0.17067716377877207
507.5000000000469,25768.616152594233,6082.101222944528,-0.7338665258182547,-208.9370415589965,544972.4508230732,0.17033155956304724
507.6000000000469,25768.543365177276,6061.278111673587,-0.7278741695590683,-208.23111270940683,544700.649005656,0.16998753007320494
507.70000000004694,25768.4711734343,6040.525361744835,-0.7219174297784058,-207.52749928751464,544429.3954789732,0.16964462365491428
507.80000000004696,25768.39957381737,6019.842742332836,-0.7159961692995184,-206.8261941199901,544158.6875178879,0.16930342156394326
507.900000000047,25768.32856279225,5999.230023325994,-0.7101102512060932,-206.127190068421,543888.5224208597,0.16896390904307082
508.000000000047,25768.25813683837,5978.686975324647,-0.7042595388047336,-205.43048001346367,543618.8975073397,0.16862607296373514
508.10000000004703,25768.188292448805,5958.213369639205,-0.6984438956203759,-204.73605685443022,543349.8101176267,0.16828990028777951
508.20000000004705,25768.119026130265,5937.808978288324,-0.6926631853941894,-204.04391350880422,543081.2576127826,0.16795537802950355
508.3000000000471,25768.05033440306,5917.473573997151,-0.686917272081936,-203.35404291172912,542813.2373746216,0.1676224932105968
508.4000000000471,25767.982213801075,5897.206930195603,-0.6812060198521045,-202.66643801548273,542545.7468057736,0.16729123281233355
508.5000000000471,25767.914660871767,5877.008821016707,-0.6755292930831109,-201.98109178896024,542278.7833298288,0.16696158372618014
508.60000000004715,25767.847672176133,5856.879021294988,-0.6698869563621942,-201.29799721718874,542012.3443915584,0.16663353270516407
508.70000000004717,25767.781244288683,5836.817306564898,-0.6642788744841569,-200.61714730090014,541746.4274572097,0.16630706631810807
508.8000000000472,25767.715373797437,5816.823453059279,-0.6587049124502391,-199.93853505618998,541481.0300148643,0.16598217090947784
508.9000000000472,25767.65005730389,5796.89723770785,-0.6531649354667386,-199.2621535142875,541216.1495748481,0.1656588325674666
509.00000000004724,25767.585291422994,5777.038438135704,-0.6476588089461591,-198.58799572145824,540951.7836701751,0.1653370371028351
509.10000000004726,25767.521072783144,5757.2468326618,-0.6421863985061117,-197.91605473904556,540687.929857004,0.16501677004063747
509.2000000000473,25767.457398026145,5737.522200297434,-0.6367475699712635,-197.24632364365712,540424.5857150864,0.16469801662545652
509.3000000000473,25767.394263807208,5717.864320744686,-0.6313421893745351,-196.5787955274803,540161.7488481848,0.1643807618408873
509.4000000000473,25767.33166679491,5698.272974394815,-0.6259701229578064,-195.91346349870946,539899.4168844381,0.16406499044157907
509.50000000004735,25767.269603671193,5678.7479423266095,-0.6206312371749861,-195.25032068205613,539637.5874766589,0.16375068699640183
509.6000000000474,25767.208071131325,5659.289006304679,-0.6153253986925813,-194.58936021930853,539376.2583025481,0.16343783593980624
509.7000000000474,25767.147065883884,5639.895948777687,-0.6100524743933182,-193.93057526991245,539115.4270648202,0.16312642162818353
509.8000000000474,25767.086584650748,5620.568552876533,-0.6048123313767559,-193.273959011537,538855.0914912339,0.16281642839860164
509.90000000004744,25767.02662416705,5601.306602412473,-0.5996048369615831,-192.61950464060865,538595.2493345316,0.16250784062614282
510.00000000004746,25766.967181181182,5582.109881875193,-0.594429858687634,-191.96720537278995,538335.8983722908,0.16220064277846802
510.1000000000475,25766.908252454752,5562.978176430855,-0.5892872643160302,-191.31705444339187,538077.0364066978,0.16189481946512765
510.2000000000475,25766.84983476257,5543.911271920083,-0.5841769218317185,-190.66904510771826,537818.6612642518,0.16159035548061135
510.30000000004753,25766.791924892623,5524.90895485595,-0.5790986994433399,-190.02317064133558,537560.7707954105,0.161287235840918
510.40000000004756,25766.734519646063,5505.971012421922,-0.5740524655837801,-189.37942434027642,537303.3628741893,0.1609854458129788
510.5000000000476,25766.677615839115,5487.09723310854,-0.5690380694613913,-188.7377931338157,537046.4353977226,0.1606849709377185
510.6000000000476,25766.621210299494,5468.287405547031,-0.5640553961970777,-188.0982756150911,536789.9872818338,0.16038517411740993
510.7000000000476,25766.565299867616,5449.541318904885,-0.5591043187961705,-187.46086642145943,536534.0166482938,0.1600865519597907
510.80000000004765,25766.509881396963,5430.858763013861,-0.5541847065153431,-186.82555891024208,536278.5214416537,0.15978921530030904
510.90000000004767,25766.454951754073,5412.239528365867,-0.5492964288996274,-186.19234647994247,536023.4996309092,0.15949314885091737
511.0000000000477,25766.4005078185,5393.68340611093,-0.5444393557193699,-185.56122254937196,535768.9492058159,0.15919833962800678
