V,L_u,L_v,sigma_u,sigma_v,u_std,v_std,u_acf1,v_acf1,u_spectral_width,v_spectral_width
80.0,137.44340582651336,232.71998981866136,1.6321684848116231,0.8322254596485816,0.5091852812891529,0.778809458453666,0.9835255787154042,0.9911790672048051,1.6290605270129295,1.2252447980844658
110.0,294.3735786851322,246.6113491989585,0.9815219194433483,1.4114032420344036,0.6797692816573889,0.7509171789466609,0.9874190343561572,0.9877333671632523,1.4263542272080059,1.414472889290652
110.0,209.8722564110838,181.72372298497504,1.4517319185313946,0.8313785205534353,0.5741853862439551,0.22591951186172285,0.9859037724647439,0.9811818214212963,1.5049890109416029,1.7372467516632932
110.0,143.32444951586325,192.9310468702967,0.753590101568322,1.8986056245109972,0.13296088009067494,0.5255629610810408,0.9771378994052682,0.9778798170214008,1.883872380889214,1.8863253301685354
110.0,257.8431624923061,281.0577979991053,1.0407643345514896,1.7516308667427751,0.7016394437284723,1.01803135509385,0.9910428715330424,0.9844683976230076,1.208099319463704,1.5929421739664889
110.0,271.3606711583432,167.48810677848394,1.539616494668535,1.1008587904208662,0.9666343535420666,0.2720563010843002,0.9878804914241864,0.9818812747872321,1.4042565058512264,1.6869579562989296
110.0,189.39554272202392,168.31416893926496,0.5394914564326303,1.8459051850406705,0.18844672640933807,0.4354012981156689,0.9868711553671738,0.9798645044270541,1.4589355496269016,1.7923149012857627
110.0,276.68354902090925,225.17652509974624,1.2855651188717543,1.1795322241365183,0.759383912197016,0.6073114375220765,0.9855946852864695,0.990160752169077,1.5292330665624174,1.275381074733053
110.0,432.10219905081993,97.06409458151767,0.8545517889132572,1.9710075594311367,1.111570986075895,0.15638732743618783,0.9887168225501631,0.964911632764953,1.373944462753166,2.297391772700615
110.0,141.8843112476751,184.22453988714562,1.2102722112246906,1.4277005203154425,0.227281168096703,0.48742887284141173,0.9811361265396732,0.9873011961924488,1.740266833066223,1.4412271157264336
110.0,119.4633657411496,264.10845412199006,0.8291761213683956,1.300573075210521,0.10496348112702178,0.776394875528003,0.9750786184554023,0.9881435132623769,1.9732929210314805,1.380894843521189
140.0,101.48991371610401,220.25475918562026,0.999110137823267,1.8689727050010707,0.05372265030201865,0.48336078317755393,0.9582596292081502,0.9817483863227962,2.4636965812084735,1.7114125829118825
140.0,352.2644957992893,39.77182046575528,1.8980898546059317,0.5616016139564096,1.4434802964733067,0.004944976401665839,0.9911450401657905,0.9072469499938489,1.2168443559958837,3.4548563974847823
140.0,138.17852375187925,263.92809040574184,0.5496479201825791,1.4021336904053467,0.05476224433754532,0.49111525321741956,0.970990149065142,0.9826302517869215,2.111853255729042,1.6666341828506426
140.0,129.86528036180533,297.76018898496227,1.8786096687303022,0.8998553050236121,0.1666251817141705,0.4441485142143694,0.9685780547151954,0.9877205317803317,2.1923139623787233,1.4293799307128927
140.0,142.92113757546997,265.3983094119753,1.7399250201562166,1.2142335853522956,0.18401919143425102,0.5016706953823075,0.9709054140781874,0.9874832485640536,2.0950225747850126,1.4186759992175675
140.0,461.98956786964357,50.18564065216583,1.7259721555850056,1.1563284438165533,2.077576430725249,0.015732586589123354,0.9923135037465659,0.920382105785997,1.1276662566387659,3.232100724762137
140.0,394.97541689543334,84.70150510314735,0.6889324780847406,1.72165539130309,0.5259425857779813,0.06933091871555966,0.9880339926475696,0.9576115190551632,1.4325731837086906,2.495065345111092
140.0,454.4331081045665,122.78969064599559,1.3504215112488076,1.0941208478967428,1.4884742532426385,0.08907524885017656,0.9909925179421167,0.9680987319888368,1.2182875580181898,2.187068992499508
140.0,287.74833603581953,273.4522829917921,1.8968051645819966,1.086544543928545,0.9346482105965834,0.42108469977031965,0.9889198533894231,0.9843179558749531,1.3446483489827612,1.5738009019308907
140.0,402.78474501241453,83.92436075311434,1.566269703264223,0.7994659018830286,1.526332847739533,0.030808484734390445,0.9921573715531716,0.9550212999862833,1.1389895528575222,2.533401901034425
170.0,147.75614729224696,205.5143910272128,0.7054058812100142,1.9339337403450476,0.05292263673687339,0.33600317306795513,0.9637245260500427,0.9817243552793167,2.3220526152681686,1.692940421434261
170.0,322.92896853247885,84.43612536703436,1.3538391142185142,0.5706279506832395,0.5211149318108266,0.014788193868763969,0.9855913528250583,0.9451419701249105,1.5205489438874504,2.8142628828228267
170.0,267.5197821904645,170.63238695514525,1.2006101270829057,1.9627899020825088,0.29881939259036316,0.20084897847006472,0.9811055166307755,0.9698326766354102,1.7226079264244134,2.1384947786418653
170.0,173.22438743087318,267.57534940538494,1.9719739349855199,1.0226359296154033,0.23536199612225084,0.2855257551620577,0.9764967407069635,0.9842034081009554,1.916952860165646,1.599939425065907
170.0,485.8759437556205,53.911061783302316,1.0400178806804816,1.9935413795334869,0.9193481532717283,0.020908561283805315,0.9902840573576016,0.9109229456328576,1.2639985367028996,3.4369908358341044
170.0,323.4591113156416,123.12151584841371,0.9457906908163448,1.5091466697882558,0.3591041249771803,0.08073321223366967,0.9849369560463965,0.9584224268426447,1.5502926339537004,2.4790823420846606
170.0,106.00701391031741,207.97050662353337,1.5580037924115389,1.1432450359207422,0.06380344119028937,0.18123277073910463,0.954544799897188,0.9778493389243728,2.585495702225564,1.861708452915214
170.0,124.88043736865677,263.93585738874583,1.2730342027820387,0.8398659630926297,0.07421675488608723,0.20903148207049133,0.9646013201834794,0.9810621387571432,2.3033654620093538,1.7490918481169189
170.0,180.4556231342402,166.21144737614983,0.9547478608962077,1.4753907298786677,0.10863507718836499,0.14936621037892123,0.9718742727219213,0.9717095227137207,2.0848491273988485,2.0943420444786214
170.0,247.31055162655036,278.6640826958003,1.1369974082258931,1.9093641033588842,0.2522662438830647,0.5561168362147421,0.9801192972770656,0.9841789292435303,1.7699694068009104,1.5915176020719217
200.0,169.30666568061798,248.10309083974943,1.2515931735935157,0.9839583787435551,0.0894515666643447,0.1414144796402757,0.9629804582907291,0.9715634097290661,2.3533722916948627,2.109483744853772
200.0,256.8650122580082,178.81273766205192,0.9451232127312479,1.9541880271945982,0.16665952275027304,0.14838908161180114,0.9782459822944678,0.961401795820207,1.8478948053378832,2.401060642164426
200.0,223.0548061636248,208.3075541485682,1.585635028932832,0.673263116034776,0.21845659494779576,0.08290110427849262,0.9763587074177409,0.9763797947025687,1.9217228386661531,1.9056876051146996
200.0,302.6000754605394,110.13746499187977,1.311123055192161,0.8967577614676329,0.29689326886353185,0.02873919724301382,0.9796996136020474,0.9494346747887323,1.793280349741368,2.6745263676795044
200.0,137.6624173604045,203.50323854480212,0.8149716657309156,1.5785129626637284,0.04027078970275242,0.15837218642957807,0.9608645944282982,0.9670289934948494,2.416254065291968,2.2378276591753297
200.0,186.0682275922748,283.5619671610449,1.0463444552445402,1.907098463643228,0.09988741315451331,0.4594131161619252,0.9725344188696553,0.9848598842279956,2.06091031512591,1.5515510061316489
200.0,105.0750034491741,218.23386307750735,1.7002433306377127,0.6573142572223453,0.052367770565759385,0.08087131062653824,0.9511985348861942,0.9735433963985534,2.6330262217968,2.027631149393723
200.0,130.32372148780792,278.61541401558503,1.3533593231068952,0.7766192132843639,0.060205075939944425,0.1520804304305061,0.9560143742188787,0.978430068550872,2.540199433671286,1.8350142415325357
200.0,399.1555956419314,84.81661512164538,0.9170838843558168,1.9860579935688802,0.41672501269179,0.03911599231823113,0.9877945753304875,0.9379720236779753,1.4072183942802878,2.9141533424528054
200.0,446.7504074401709,48.72120371732993,0.649667577977127,1.452734173628193,0.3591160789044014,0.00902873600719784,0.9886037964263784,0.8826870939426159,1.3511183391683064,3.827053329146231
