t,x,y,vx,vy,theta
17.49999999999998,665.3632831552176,752.6041666666673,-57.25346152254775,-35.416666666666444,0.22743489339413236
17.59999999999998,659.6502534282123,749.0666666666674,-57.007133017556505,-35.333333333333115,0.22743489339413242
17.69999999999998,653.9618565517062,745.5375000000008,-56.76080451256526,-35.24999999999979,0.22743489339413242
17.799999999999983,648.2980925256992,742.0166666666676,-56.51447600757401,-35.16666666666645,0.22743489339413242
17.899999999999984,642.6589613501914,738.5041666666676,-56.268147502582764,-35.083333333333115,0.22743489339413245
17.999999999999986,637.0444630251826,735.000000000001,-56.02181899759152,-34.99999999999979,0.22743489339413245
18.099999999999987,631.454597550673,731.5041666666677,-55.77549049260027,-34.91666666666646,0.22743489339413245
18.19999999999999,625.8893649266626,728.0166666666678,-55.52916198760902,-34.83333333333313,0.22743489339413245
18.29999999999999,620.3487651531511,724.5375000000012,-55.282833482617775,-34.749999999999794,0.22743489339413242
18.39999999999999,614.8327982301389,721.0666666666679,-55.03650497762653,-34.66666666666646,0.22743489339413253
18.499999999999993,609.3414641576258,717.6041666666679,-54.79017647263528,-34.58333333333313,0.2274348933941325
18.599999999999994,603.8747629356118,714.1500000000013,-54.543847967644034,-34.4999999999998,0.22743489339413253
18.699999999999996,598.4326945640969,710.7041666666681,-54.29751946265279,-34.41666666666647,0.22743489339413256
18.799999999999997,593.0152590430812,707.2666666666682,-54.05119095766154,-34.333333333333144,0.22743489339413256
18.9,587.6224563725646,703.8375000000017,-53.80486245267029,-34.24999999999981,0.22743489339413253
19.0,582.2542865525471,700.4166666666684,-53.558533947679045,-34.16666666666647,0.22743489339413256
19.1,576.9107495830287,697.0041666666685,-53.3122054426878,-34.083333333333144,0.22743489339413256
19.200000000000003,571.5918454640095,693.600000000002,-53.06587693769655,-33.999999999999815,0.22743489339413261
19.300000000000004,566.2975741954893,690.2041666666687,-52.819548432705304,-33.91666666666649,0.22743489339413264
19.400000000000006,561.0279357774683,686.8166666666688,-52.57321992771406,-33.83333333333316,0.22743489339413264
19.500000000000007,555.7829302099465,683.4375000000022,-52.32689142272281,-33.74999999999983,0.2274348933941327
19.60000000000001,550.5625574929237,680.0666666666689,-52.08056291773156,-33.6666666666665,0.2274348933941327
19.70000000000001,545.3668176264001,676.7041666666689,-51.834234412740315,-33.583333333333165,0.22743489339413264
19.80000000000001,540.1957106103756,673.3500000000023,-51.58790590774907,-33.49999999999983,0.2274348933941327
19.900000000000013,535.0492364448503,670.004166666669,-51.34157740275782,-33.4166666666665,0.22743489339413273
20.000000000000014,529.927395129824,666.666666666669,-51.095248897766574,-33.33333333333317,0.22743489339413273
20.100000000000016,524.8301866652969,663.3375000000024,-50.84892039277533,-33.24999999999984,0.2274348933941327
20.200000000000017,519.7576110512689,660.0166666666692,-50.60259188778408,-33.1666666666665,0.22743489339413278
20.30000000000002,514.70966828774,656.7041666666693,-50.35626338279283,-33.08333333333317,0.22743489339413278
20.40000000000002,509.68635837471027,653.4000000000027,-50.109934877801585,-32.999999999999844,0.2274348933941328
20.50000000000002,504.6876813121796,650.1041666666695,-49.86360637281034,-32.916666666666515,0.2274348933941328
20.600000000000023,499.7136371001481,646.8166666666696,-49.61727786781909,-32.83333333333319,0.22743489339413284
20.700000000000024,494.7642257386157,643.537500000003,-49.370949362827844,-32.74999999999986,0.2274348933941329
20.800000000000026,489.83944722758247,640.2666666666697,-49.1246208578366,-32.66666666666653,0.2274348933941329
20.900000000000027,484.93930156704835,637.0041666666698,-48.87829235284535,-32.583333333333194,0.2274348933941329
21.00000000000003,480.06378875701336,633.7500000000032,-48.6319638478541,-32.49999999999986,0.22743489339413292
