Propellant mass [kg],Inertia [kg m^2]
1083370.051600678,14491807714.305557
1089071.9992406815,14494492815.899485
1094773.9468806852,14497175172.345968
1100475.8945206886,14499854830.434484
1106177.8421606922,14502531836.954514
1111879.7898006958,14505206238.695522
1117581.7374406995,14507878082.446993
1123283.6850807029,14510547414.9984
1128985.6327207065,14513214283.139215
1134687.5803607102,14515878733.658916
1140389.5280007136,14518540813.34698
1146091.4756407172,14521200568.992878
1151793.4232807208,14523858047.386087
1157495.3709207245,14526513295.316084
1163197.3185607279,14529166359.572344
1168899.2662007315,14531817286.944342
1174601.2138407351,14534466124.221552
1180303.1614807385,14537112918.193449
1186005.1091207422,14539757715.649511
1191707.0567607458,14542400563.379213
1197409.0044007492,14545041508.172028
1203110.9520407529,14547680596.817434
1208812.8996807565,14550317876.104904
1214514.8473207601,14552953392.823914
1220216.7949607635,14555587193.763943
1225918.7426007672,14558219325.714458
1231620.6902407708,14560849835.464943
1237322.6378807742,14563478769.80487
1243024.5855207779,14566106175.523712
1248726.5331607815,14568732099.41095
1254428.4808007851,14571356588.25605
1260130.4284407885,14573979688.8485
1265832.3760807922,14576601447.977764
1271534.3237207958,14579221912.433323
1277236.2713607992,14581841129.004652
1282938.2190008028,14584459144.481226
1288640.1666408065,14587076005.65252
1294342.1142808099,14589691759.308006
1300044.0619208135,14592306452.237165
1305746.0095608172,14594920131.229473
1311447.9572008208,14597532843.074398
1317149.9048408242,14600144634.561422
1322851.8524808278,14602755552.480017
1328553.8001208315,14605365643.61966
1334255.7477608349,14607974954.769823
1339957.6954008385,14610583532.719988
1345659.6430408421,14613191424.259624
1351361.5906808458,14615798676.17821
1357063.5383208492,14618405335.26522
1362765.4859608528,14621011448.31013
1368467.4336008565,14623617062.102413
1374169.3812408599,14626222223.431547
1379871.3288808635,14628826979.087008
1385573.2765208671,14631431375.858267
1391275.2241608708,14634035460.534805
1396977.1718008742,14636639279.906094
1402679.1194408778,14639242880.76161
1408381.0670808814,14641846309.890825
1414083.0147208849,14644449614.083221
1419784.9623608885,14647052840.12827
1425486.9100008921,14649656034.815447
1431188.8576408955,14652259244.934227
1436890.8052808992,14654862517.274086
1442592.7529209028,14657465898.624498
1448294.7005609064,14660069435.77494
1453996.6482009098,14662673175.514889
1459698.5958409135,14665277164.63382
1465400.543480917,14667881449.921204
1471102.4911209205,14670486078.16652
1476804.4387609242,14673091096.159239
1482506.3864009278,14675696550.688845
1488208.3340409314,14678302488.544804
1493910.2816809348,14680908956.516596
1499612.2293209385,14683516001.393698
1505314.176960942,14686123669.965584
1511016.1246009455,14688732009.021725
1516718.0722409491,14691341065.3516
1522420.0198809528,14693950885.744686
1528121.9675209562,14696561516.990458
1533823.9151609598,14699173005.878387
1539525.8628009635,14701785399.197952
1545227.810440967,14704398743.738628
1550929.7580809705,14707013086.28989
1556631.7057209741,14709628473.641212
1562333.6533609778,14712244952.582073
1568035.6010009812,14714862569.901945
1573737.5486409848,14717481372.390305
1579439.4962809884,14720101406.836628
1585141.443920992,14722722720.030388
1590843.3915609955,14725345358.761059
1596545.3392009991,14727969369.818123
1602247.2868410028,14730594799.991047
1607949.2344810062,14733221696.069313
1613651.1821210098,14735850104.842394
1619353.1297610134,14738480073.099764
1625055.077401017,14741111647.630898
1630757.0250410205,14743744875.225275
1636458.972681024,14746379802.672367
1642160.9203210277,14749016476.761652
1647862.8679610312,14751654944.282604
1653564.8156010348,14754295252.024696
1659266.7632410384,14756937446.777409
1664968.7108810418,14759581575.330212
1670670.6585210455,14762227684.472584
1676372.606161049,14764875820.994
1682074.5538010527,14767526031.683933
1687776.5014410561,14770178363.331863
1693478.4490810598,14772832862.72726
1699180.3967210634,14775489576.659603
1704882.3443610668,14778148551.918367
1710584.2920010705,14780809835.29303
1716286.239641074,14783473473.573057
1721988.1872810777,14786139513.547934
1727690.1349210811,14788808002.007133
1733392.0825610848,14791478985.74013
1739094.0302010884,14794152511.536398
1744795.9778410918,14796828626.185411
1750497.9254810954,14799507376.47665
1756199.873121099,14802188809.199589
1761901.8207611025,14804872971.1437
1767603.7684011061,14807559909.098461
1773305.7160411098,14810249669.853344
1779007.6636811134,14812942300.197828
1784709.6113211168,14815637846.921389
1790411.5589611204,14818336356.8135
1796113.506601124,14821037876.663635
1801815.4542411275,14823742453.261272
1807517.401881131,14826450133.395887
1813219.3495211347,14829160963.856953
1818921.2971611384,14831874991.433945
1824623.2448011418,14834592262.91634
1830325.1924411454,14837312825.093616
1836027.140081149,14840036724.755243
1841729.0877211525,14842764008.690699
1847431.035361156,14845494723.689457
1853132.9830011597,14848228916.540998
1858834.9306411631,14850966634.03479
1864536.8782811668,14853707922.960316
1870238.8259211704,14856452830.107044
1875940.773561174,14859201402.264454
1881642.7212011775,14861953686.222021
1887344.668841181,14864709728.769218
1893046.6164811847,14867469576.695522
1898748.5641211881,14870233276.79041
1904450.5117611918,14873000875.843353
1910152.4594011954,14875772420.64383
1915854.407041199,14878547957.981316
1921556.3546812024,14881327534.645285
1927258.302321206,14884111197.42521
1932960.2499612097,14886898993.110573
1938662.1976012131,14889690968.490845
1944364.1452412168,14892487170.355501
1950066.0928812204,14895287645.494017
1955768.040521224,14898092440.69587
1961469.9881612274,14900901602.75053
1967171.935801231,14903715178.447481
1972873.8834412347,14906533214.57619
1978575.831081238,14909355757.92614
1984277.7787212417,14912182855.2868
1989979.7263612454,14915014553.447649
1995681.6740012488,14917850899.198158
2001383.6216412524,14920691939.327808
2007085.569281256,14923537720.626072
2012787.5169212597,14926388289.882423
2018489.464561263,14929243693.886341
2024191.4122012667,14932103979.427298
2029893.3598412704,14934969193.29477
2035595.3074812738,14937839382.278233
2041297.2551212774,14940714593.16716
2046999.202761281,14943594872.75103
2052701.1504012847,14946480267.819315
2058403.098041288,14949370825.161491
2064105.0456812917,14952266591.567036
2069806.9933212954,14955167613.825424
2075508.9409612988,14958073938.726128
2081210.8886013024,14960985613.058626
2086912.836241306,14963902683.612394
2092614.7838813094,14966825197.176905
2098316.731521313,14969753200.541637
2104018.6791613167,14972686740.49606
2109720.6268013204,14975625863.829657
2115422.574441324,14978570617.331898
2121124.5220813276,14981521047.792257
2126826.469721331,14984477202.000216
2132528.4173613344,14987439126.745243
2138230.365001338,14990406868.816818
2143932.3126413417,14993380475.004416
2149634.2602813453,14996359992.09751
2155336.207921349,14999345466.885576
2161038.155561352,15002336946.158092
2166740.103201356,15005334476.704533
2172442.0508413594,15008338105.31437
2178143.998481363,15011347878.77708
2183845.9461213667,15014363843.882143
2189547.8937613703,15017386047.419031
2195249.841401374,15020414536.177216
2200951.789041377,15023449356.946178
2206653.736681381,15026490556.51539
2212355.6843213844,15029538181.67433
2218057.631961388,15032592279.212471
2223759.5796013917,15035652895.91929
2229461.5272413953,15038720078.584259
2235163.474881399,15041793873.996859
2240865.422521402,15044874328.94656
2246567.3701614058,15047961490.22284
2252269.3178014094,15051055404.615171
2257971.265441413,15054156118.913033
2263673.2130814167,15057263679.9059
2269375.1607214203,15060378134.383245
2275077.108361424,15063499529.134544
2280779.056001427,15066627910.949278
2286481.0036414308,15069763326.616915
2292182.9512814344,15072905822.926933
2297884.898921438,15076055446.668808
2303586.8465614417,15079212244.632015
2309288.7942014453,15082376263.60603
2314990.741841449,15085547550.380325
2320692.689481452,15088726151.744379
2326394.6371214557,15091912114.487667
2332096.5847614594,15095105485.399662
2337798.532401463,15098306311.269842
2343500.4800414667,15101514638.887682
2349202.4276814703,15104730515.042654
2354904.375321474,15107953986.524237
2360606.322961477,15111185100.121906
2366308.2706014807,15114423902.625135
2372010.2182414844,15117670440.823402
2377712.165881488,15120924761.50618
2383414.1135214916,15124186911.462944
2389116.0611614953,15127456937.483168
2394818.0088014985,15130734886.35633
2400519.956441502,15134020804.871906
2406221.9040815057,15137314739.819368
2411923.8517215094,15140616737.9882
2417625.799361513,15143926846.167862
2423327.7470015166,15147245111.147842
2429029.6946415203,15150571579.717611
2434731.6422815234,15153906298.666645
2440433.589921527,15157249314.78442
2446135.5375615307,15160600674.86041
2451837.4852015343,15163960425.684092
2457539.432841538,15167328614.044939
2463241.3804815416,15170705286.732426
2468943.3281215453,15174090490.536034
2474645.2757615484,15177484272.245232
2480347.223401552,15180886678.649496
2486049.1710415557,15184297756.538303
2491751.1186815593,15187717552.70113
2497453.066321563,15191146113.92745
2503155.0139615666,15194583487.006739
2508856.9616015702,15198029718.728472
2514558.9092415734,15201484855.882124
2520260.856881577,15204948945.257172
2525962.8045215807,15208422033.643091
2531664.7521615843,15211904167.829355
2537366.699801588,15215395394.60544
2543068.6474415916,15218895760.760822
2548770.5950815952,15222405313.084976
2554472.5427215984,15225924098.367374
2560174.490361602,15229452163.3975
2565876.4380016057,15232989554.964817
2571578.3856416093,15236536319.858812
2577280.333281613,15240092504.868954
2582982.2809216166,15243658156.784721
2588684.2285616198,15247233322.395586
2594386.1762016234,15250818048.491026
2600088.123841627,15254412381.860516
2605790.0714816307,15258016369.293531
2611492.0191216343,15261630057.579546
2617193.966761638,15265253493.508038
2622895.9144016416,15268886723.86848
2628597.8620416448,15272529795.450348
2634299.8096816484,15276182755.043121
2640001.757321652,15279845649.436268
2645703.7049616557,15283518525.41927
2651405.6526016593,15287201429.781599
2657107.600241663,15290894409.31273
2662809.5478816666,15294597510.802143
2668511.4955216697,15298310781.039309
2674213.4431616734,15302034266.813704
2679915.390801677,15305768014.914803
2685617.3384416807,15309512072.132082
2691319.2860816843,15313266485.255016
2697021.233721688,15317031301.073084
2702723.1813616916,15320806566.375755
2708425.1290016947,15324592327.952509
2714127.0766416984,15328388632.59282
2719829.024281702,15332195527.08616
2725530.9719217056,15336013058.222012
2731232.9195617093,15339841272.789845
2736934.867201713,15343680217.579136
2742636.8148417166,15347529939.37936
2748338.7624817197,15351390484.979996
2754040.7101217234,15355261901.170511
2759742.657761727,15359144234.74039
2765444.6054017306,15363037532.479101
2771146.5530417343,15366941841.176125
2776848.500681738,15370857207.620934
2782550.4483217415,15374783678.603003
2788252.3959617447,15378721300.911808
2793954.3436017483,15382670121.336826
2799656.291241752,15386630186.66753
2805358.2388817556,15390601543.693398
2811060.1865217593,15394584239.203901
2816762.134161763,15398578319.988518
2822464.081801766,15402583832.836725
2828166.0294417697,15406600824.537994
2833867.9770817733,15410629341.881804
2839569.924721777,15414669431.657627
2845271.8723617806,15418721140.654942
2850973.8200017842,15422784515.66322
2856675.767641788,15426859603.471937
2862377.715281791,15430946450.870573
2868079.6629217947,15435045104.648598
2873781.6105617983,15439155611.59549
2879483.558201802,15443278018.500727
2885185.5058418056,15447412372.153778
2890887.4534818092,15451558719.344122
2896589.401121813,15455717106.861235
2902291.348761816,15459887581.49459
2907993.2964018197,15464070190.033665
2913695.2440418233,15468264979.267933
2919397.191681827,15472471995.98687
2925099.1393218306,15476691286.979954
2930801.086961834,15480922899.036655
2936503.034601838,15485166878.946453
2942204.982241841,15489423273.498821
2947906.9298818447,15493692129.483236
2953608.8775218483,15497973493.68917
2959310.825161852,15502267412.906103
2965012.7728018556,15506573933.92351
2970714.720441859,15510893103.53086
2976416.668081863,15515224968.517637
2982118.615721866,15519569575.67331
2987820.5633618697,15523926971.787357
2993522.5110018733,15528297203.649254
2999224.458641877,15532680318.048473
3004926.4062818806,15537076361.77449
3010628.353921884,15541485381.616787
3016330.301561888,15545907424.36483
3022032.249201891,15550342536.808102
3027734.1968418946,15554790765.736073
3033436.1444818983,15559252157.938221
3039138.092121902,15563726760.204018
3044840.0397619056,15568214619.322945
3050541.987401909,15572715782.084473
3056243.9350419124,15577230295.278078
3061945.882681916,15581758205.693237
3067647.8303219196,15586299560.119427
3073349.7779619233,15590854405.346115
3079051.725601927,15595422788.162788
3084753.6732419305,15600004755.358912
3090455.620881934,15604600353.723965
3096157.5685219374,15609209630.047424
3101859.516161941,15613832631.118767
3107561.4638019446,15618469403.72746
3113263.4114419483,15623119994.662989
3118965.359081952,15627784450.71482
3124667.3067219555,15632462818.672438
3130369.254361959,15637155145.32531
3136071.2020019623,15641861477.462914
3141773.149641966,15646581861.874727
3147475.0972819696,15651316345.350224
3153177.0449219733,15656064974.678879
3158878.992561977,15660827796.650166
3164580.9402019805,15665604858.053564
3170282.887841984,15670396205.678547
3175984.8354819873,15675201886.31459
3181686.783121991,15680021946.751167
3187388.7307619946,15684856433.777756
3193090.6784019982,15689705394.183832
3198792.626042002,15694568874.75887
3204494.5736820055,15699446922.29234
3210196.521322009,15704339583.573723
3215898.4689620123,15709246905.392498
3221600.416602016,15714168934.538132
3227302.3642420196,15719105717.800104
3233004.3118820232,15724057301.967892
3238706.259522027,15729023733.830967
3244408.2071620305,15734005060.178806
3250110.154802034,15739001327.800884
3255812.1024420373,15744012583.48668
3261514.050082041,15749038874.025661
3267215.9977220446,15754080246.207314
3272917.945362048,15759136746.821102
3278619.893002052,15764208422.65651
3284321.8406420555,15769295320.503006
3290023.7882820587,15774397487.150072
3295725.7359220623,15779514969.38718
3301427.683562066,15784647814.003807
3307129.6312020696,15789796067.789421
3312831.578842073,15794959777.53351
3318533.526482077,15800138990.02554
3324235.4741220805,15805333752.054987
3329937.4217620837,15810544110.411331
3335639.3694020873,15815770111.884045
3341341.317042091,15821011803.262604
3347043.2646820946,15826269231.336481
3352745.212322098,15831542442.895155
3358447.159962102,15836831484.7281
3364149.1076021055,15842136403.624794
3369851.0552421086,15847457246.374706
3375553.0028821123,15852794059.767317
3381254.950522116,15858146890.5921
3386956.8981621196,15863515785.63853
3392658.845802123,15868900791.696085
3398360.793442127,15874301955.55424
3404062.7410821305,15879719324.002464
3409764.6887221336,15885152943.83024
3415466.6363621373,15890602861.827042
3421168.584002141,15896069124.782341
3426870.5316421445,15901551779.485619
3432572.479282148,15907050872.726345
3438274.426922152,15912566451.293995
3443976.3745621555,15918098561.97805
3449678.3222021586,15923647251.56798
3455380.2698421623,15929212566.85326
3461082.217482166,15934794554.62337
3466784.1651221695,15940393261.667782
3472486.112762173,15946008734.775972
3478188.060402177,15951641020.737415
3483890.00804218,15957290166.341589
3489591.9556821836,15962956218.377966
3495293.9033221873,15968639223.63602
3500995.850962191,15974339228.905231
3506697.7986021945,15980056280.975075
3512399.746242198,15985790426.635021
3518101.693882202,15991541712.67455
3523803.641522205,15997310185.883131
3529505.5891622086,16003095893.050245
3535207.5368022122,16008898880.965368
3540909.484442216,16014719196.41797
3546611.4320822195,16020556886.19753
3552313.379722223,16026411997.093527
3558015.327362227,16032284575.895428
3563717.27500223,16038174669.392715
3569419.2226422336,16044082324.374863
3575121.170282237,16050007587.63134
3580823.117922241,16055950505.95163
3586525.0655622445,16061911126.125204
3592227.013202248,16067889494.94154
3597928.960842252,16073885659.19011
3603630.908482255,16079899665.660389
3609332.8561222586,16085931561.141857
3615034.803762262,16091981392.423985
3620736.751402266,16098049206.296253
3626438.6990422695,16104135049.548134
3632140.646682273,16110238968.969099
3637842.594322277,16116361011.348629
3643544.54196228,16122501223.476196
3649246.4896022836,16128659652.141277
3654948.437242287,16134836344.13335
3660650.384882291,16141031346.241886
3666352.3325222945,16147244705.256361
3672054.280162298,16153476467.966253
3677756.2278023018,16159726681.161034
3683458.175442305,16165995391.630182
3689160.1230823086,16172282646.16317
3694862.070722312,16178588491.549475
3700564.018362316,16184912974.578571
3706265.9660023195,16191256142.039936
3711967.913642323,16197618040.723042
3717669.8612823263,16203998717.417366
3723371.80892233,16210398218.912386
3729073.7565623336,16216816591.997574
3734775.704202337,16223253883.462406
3740477.651842341,16229710140.096357
3746179.5994823445,16236185408.688902
3751881.547122348,16242679736.029516
3757583.4947623513,16249193168.907677
3763285.442402355,16255725754.112856
3768987.3900423585,16262277538.434534
3774689.337682362,16268848568.662184
3780391.285322366,16275438891.585281
3786093.2329623695,16282048553.993298
3791795.180602373,16288677602.675713
3797497.1282423763,16295326084.422
3803199.07588238,16301994046.021639
3808901.0235223835,16308681534.2641
3814602.971162387,16315388595.938858
3820304.918802391,16322115277.835392
3826006.8664423944,16328861626.743176
3831708.814082398,16335627689.451681
3837410.7617224013,16342413512.75039
3843112.709362405,16349219143.428772
3848814.6570024085,16356044628.276306
3854516.604642412,16362890014.08247
3860218.552282416,16369755347.63673
3865920.4999224194,16376640675.728573
3871622.447562423,16383546045.147463
3877324.3952024262,16390471502.682884
3883026.34284243,16397417095.124306
3888728.2904824335,16404382869.261208
3894430.238122437,16411368871.883062
3900132.185762441,16418375149.779348
3905834.1334024444,16425401749.739536
3911536.081042448,16432448718.553102
3917238.028682451,16439516103.009527
3922939.976322455,16446603949.898281
3928641.9239624585,16453712306.00884
3934343.871602462,16460841218.130682
3940045.819242466,16467990733.05328
3945747.7668824694,16475160897.56611
3951449.7145224726,16482351758.458645
3957151.662162476,16489563362.520365
3962853.60980248,16496795756.540741
3968555.5574424835,16504048987.309254
3974257.505082487,16511323101.615374
3979959.4527224908,16518618146.248575
3985661.4003624944,16525934167.998337
3991363.3480024976,16533271213.654137
3997065.295642501,16540629330.005442
4002767.243282505,16548008563.841734
4008469.1909225085,16555408961.952488
4014171.138562512,16562830571.127178
4019873.0862025158,16570273438.15528
4025575.0338425194,16577737609.826265
4031276.9814825226,16585223132.929615
4036978.929122526,16592730054.254803
4042680.87676253,16600258420.591303
4048382.8244025335,16607808278.728592
4054084.772042537,16615379675.456142
4059786.7196825407,16622972657.56343
4065488.6673225444,16630587271.839935
4071190.6149625476,16638223565.075129
4076892.562602551,16645881584.058489
4082594.510242555,16653561375.579487
4088296.4578825585,16661262986.427603
4093998.405522562,16668986463.39231
4099700.3531625657,16676731853.26308
4105402.3008025694,16684499202.829393
4111104.2484425725,16692288558.880726
4116806.196082576,16700099968.206549
4122508.14372258,16707933477.596336
4128210.0913625835,16715789133.83957
4133912.039002587,16723666983.725723
4139613.9866425907,16731567074.04427
4145315.9342825944,16739489451.584682
4151017.8819225975,16747434163.136442
4156719.829562601,16755401255.48902
4162421.777202605,16763390775.431894
4168123.7248426084,16771402769.75454
4173825.672482612,16779437285.246428
4179527.6201226157,16787494368.697039
4185229.567762619,16795574066.895845
4190931.5154026225,16803676426.632326
4196633.463042626,16811801494.695953
4202335.41068263,16819949317.876204
4208037.358322633,16828119942.96255
4213739.305962637,16836313416.74447
4219441.253602641,16844529786.011436
4225143.201242644,16852769097.552933
4230845.148882648,16861031398.158424
4236547.096522652,16869316734.61739
4242249.044162655,16877625153.719305
4247950.991802658,16885956702.253647
4253652.939442662,16894311427.009892
4259354.887082665,16902689374.77751
4265056.834722669,16911090592.345978
