time[s],x[m],y[m],vx[m/s],vy[m/s],theta[rad],theta_dot[rad/s],gamma[rad],alpha[rad],mass[kg],mass_propellant[kg],gimbalangle[deg],nonnominalthrottle[0-1],u0,u1
6.499999999999993,3.798513509623808,144.11641762910867,1.3367776953581019,43.790549174040464,1.5609747251802648,-0.001108065119517479,88.2514961897191,0.02069554685843622,8810848.186602103,5243922.859577741,1.5290547276308126,1.0,0.21843638966154463,1.0
6.5999999999999925,3.9319143799508947,148.56560657792664,1.3340087032708703,44.49188948817988,1.560813348241367,-0.0016137693889779585,88.28260436838778,0.019991229777471364,8806531.35499545,5239606.027971088,1.4835220609618285,1.0,0.2119317229945469,1.0
6.699999999999992,4.065112883146304,153.08501443670238,1.3319850319540911,45.19407858775744,1.5606030425218282,-0.0021030571953859806,88.31183558896868,0.01927074301441944,8802214.49706758,5235289.170043218,1.424491299128081,1.0,0.20349875701829728,1.0
6.799999999999992,4.1982051499902795,157.67472622363974,1.3309226684397606,45.897117869373446,1.560345844379628,-0.0025719814220033347,88.33900488923278,0.018539351127147437,8797897.608577084,5230972.281552721,1.3527202472097257,1.0,0.19324574960138938,1.0
6.8999999999999915,4.331307658770791,162.33482700959846,1.3310250878051129,46.6010078595871,1.560044158132747,-0.0030168624688108312,88.36395401131301,0.017802220554484327,8793580.686456047,5226655.359431684,1.2690630604845805,1.0,0.18129472292636864,1.0
6.999999999999991,4.464555824984716,167.06540182441103,1.332481662139252,47.3057481481257,1.5597007265547427,-0.0034343157800448836,88.3865513782284,0.017064390521525086,8789263.72888999,5222338.401865629,1.174460387472382,1.0,0.16778005535319743,1.0
7.099999999999991,4.598102450835056,171.8665355605033,1.3354662585034067,48.011337360922944,1.5593185989780096,-0.0038212757673316594,88.4066918404481,0.016330745566184746,8784946.735350497,5218021.408326134,1.0699289482063958,1.0,0.1528469926009137,1.0
7.19999999999999,4.732114368470702,176.73831273553358,1.340119176356462,48.71777175030284,1.5589010767275353,-0.004175222504742657,88.42431597080677,0.015605624213151037,8780629.706581183,5213704.37955682,0.9565506832836352,1.0,0.13665009761194788,1.0
7.29999999999999,4.866772121101402,181.68081750698195,1.3465775263070012,49.425047714483625,1.558451695564795,-0.004493811627404661,88.43937170900811,0.014893470847478829,8776312.64453598,5209387.317511617,0.8354484889189373,1.0,0.11934978413127675,1.0
7.39999999999999,5.0022682401931275,186.69413361769764,1.354961190917254,50.133161107156845,1.5579741906562217,-0.004775049085732338,88.45182986340541,0.01419853012595107,8771995.552282,5205070.225257638,0.7077870619573741,1.0,0.101112437422482,1.0
7.499999999999989,5.138805276886302,191.77834432808666,1.3653703669317432,50.842107103890235,1.5574724582739572,-0.005017323822647223,88.46168529031804,0.013524788094871232,8767678.433868445,5200753.106844083,0.5747685600934538,1.0,0.08210979429906483,1.0
7.599999999999989,5.276647178419491,196.93353096352718,1.378419015331894,51.55186635440507,1.5569511713799868,-0.005212868939701799,88.46836236900037,0.012886964193479677,8763361.294163922,5196435.967139561,0.4376150794371996,1.0,0.06251643991959993,1.0
7.699999999999989,5.416022588813693,202.1597753967006,1.3937541039420118,52.26244433173443,1.5564145739093713,-0.005365974706152195,88.47237714135154,0.012280295726618595,8759044.13870877,5192118.811684408,0.29797194457005066,1.0,0.042567420652864375,1.0
7.799999999999988,5.5571640988148925,207.4571589061967,1.4114151000119926,52.97383509496076,1.5558669472392337,-0.005476266701381232,88.47379369946626,0.011707945453332869,8754726.97342528,5187801.646400919,0.15713256925194127,1.0,0.022447509893134467,1.0
7.899999999999988,5.70030633656268,212.82576217963097,1.4314223774778756,53.6860327343428,1.5553125759173676,-0.005543713218658049,88.47269335903185,0.011172778694940044,8750409.80439597,5183484.477371609,0.01618200045724222,1.0,0.0023117143510346027,1.0
7.999999999999988,5.8454793552860185,218.26567079149396,1.4517301872333779,54.3990861186299,1.5547532032415692,-0.005593726757983518,88.47132955286399,0.010637208927129826,8746092.63767124,5179167.310646878,-0.12365850300363762,1.0,-0.01766550042909109,1.0
8.099999999999987,5.99291241849849,223.7769644255836,1.4743306321247083,55.11293634089644,1.5541929891250508,-0.005602141165185759,88.46764141231596,0.010141365006450798,8741775.479191184,5174850.152166822,-0.26279272507597456,1.0,-0.03754181786799637,1.0
8.199999999999987,6.14283278982831,229.3597222543613,1.499203713298198,55.827578287776994,1.5536360312895678,-0.005569578354826016,88.46173864965743,0.009687429814323023,8737458.334655816,5170533.007631454,-0.4000024835957056,1.0,-0.05714321194224366,1.0
8.299999999999986,6.295462949777715,235.01402302435565,1.5263015994940463,56.54300769994365,1.5530863051789008,-0.005497261106669485,88.45375383699164,0.009277064974829052,8733141.209210997,5166215.882186636,-0.5333887234399037,1.0,-0.07619838906284339,1.0
8.399999999999986,6.451018753015081,240.73994514114057,1.5555580323736602,57.25922116784925,1.552547630457724,-0.0053867472117677066,88.44383155345706,0.008911566770646973,8728824.107318731,5161898.780294371,-0.6618949530995824,1.0,-0.09455642187136891,1.0
8.499999999999986,6.60970769144262,246.5375667662355,1.5868893842753882,57.97621625094938,1.5520236398630458,-0.005239905946779414,88.4321265804918,0.008591866493069977,8724507.032627778,5157581.705603417,-0.7845398009895657,1.0,-0.11207711442708079,1.0
8.599999999999985,6.7717272680144704,252.4069659231282,1.620195765718503,58.69399156892719,1.551517750394322,-0.005058894687238822,88.41880217833891,0.008318531712773636,8720189.987874987,5153264.660850625,-0.9004164756818455,1.0,-0.12863092509740648,1.0
8.699999999999985,6.93726349360549,258.34822060919475,1.6553622559101993,59.412546860665685,1.5510331370506056,-0.00484613343716701,88.4040283667314,0.008091770024677425,8715872.974820122,5148947.647795759,-1.0086992720182981,1.0,-0.14409989600261403,1.0
8.799999999999985,7.106489539374133,264.36140967918436,1.692260457686427,60.13189069989597,1.5505727093744472,-0.004604276761582519,88.38798022409019,0.007911435276438228,8711555.994215133,5144630.66719077,-1.1086493020093597,1.0,-0.1583784717156228,1.0
8.899999999999984,7.279564537134806,270.4466138630028,1.7307499776067286,60.85204183818446,1.550139090883454,-0.004336184909931123,88.3708362195102,0.007777036112342817,8707239.045807544,5140313.718783181,-1.1996192871377265,1.0,-0.17137418387681805,1.0
8.999999999999984,7.4566324623112905,276.60391432196144,1.7706792517648522,61.57300458958643,1.5497346012698852,-0.004044896135690878,88.35277657966279,0.007687746675835161,8702922.128376504,5135996.801352142,-1.2810574334428557,1.0,-0.1830082047775508,1.0
9.099999999999984,7.637821218585112,282.8333927535365,1.8118875627382156,62.294784315750455,1.5493612418735565,-0.0037335939632858893,88.33398170270763,0.007642419764881225,8698605.239799025,5131679.9127746625,-1.3525105471682026,1.0,-0.19321579245260034,1.0
9.199999999999983,7.823241885836476,289.1351314861625,1.8542066725136286,63.017387326259794,1.5490206843307726,-0.0034055754278363567,88.31463063906108,0.0076396019964928286,8694288.377142906,5127363.050118543,-1.413626088581793,1.0,-0.20194658408311328,1.0
9.299999999999983,8.012988134729094,295.5092135616592,1.8974624889261735,63.740820754966876,1.5487142624336823,-0.003064218970900439,88.29489964481374,0.007677550913711029,8689971.536782093,5123046.20975773,-1.4641532021046326,1.0,-0.20916474315780464,1.0
9.399999999999983,8.207135809782843,301.9557228033318,1.941476750537498,64.46509241672653,1.5484429672064095,-0.002712952272728184,88.27496081589862,0.007754253899998842,8685654.714529622,5118729.38750526,-1.503942854559843,1.0,-0.2148489792228347,1.0
9.499999999999982,8.405742681232102,308.47474386827497,1.9860687144925904,65.1902106494318,1.5482074451751724,-0.002355220312374042,88.25498081074339,0.00786744874328571,8681337.905782934,5114412.578758571,-1.5329470453975413,1.0,-0.21899243505679158,1.0
9.599999999999982,8.608848364452179,315.0663622829297,2.031056832200761,65.9161841465472,1.5480079997812626,-0.001994453939095402,88.23511966819984,0.008014645679969012,8677021.105676113,5110095.77865175,-1.5512171128052428,1.0,-0.22160244468646326,1.0
9.699999999999982,8.81647440426434,321.7306644614734,2.0762603981216206,66.64302178543718,1.5478445958584641,-0.0016340392279887098,88.21552972658091,0.008193150738693866,8672704.309233638,5105778.9822092755,-1.5589011686081875,1.0,-0.22270016694402678,1.0
9.799999999999981,9.028624520013068,328.4677377071441,2.121501157487282,67.37073245670713,1.5477168670704553,-0.001277287880086453,88.19635464865719,0.008400090194780718,8668387.5115204,5101462.184496038,-1.5562407029343568,1.0,-0.2223201004191938,1.0
9.89999999999998,9.245285005958063,335.2776701970961,2.1666048594499463,68.09932489951969,1.547624126179223,-0.0009274089123235586,88.17772855648187,0.008632435938787708,8664070.707783123,5097145.3807587605,-1.5435664071221953,1.0,-0.22050948673174217,1.0
9.99999999999998,9.466425280248234,342.16055095184,2.211402742901707,68.82880754743887,1.5475653779926177,-0.0005874818660530129,88.15977527892883,0.00888703155700732,8659753.89357886,5092828.566554498,-1.5212932701913169,1.0,-0.21732761002733098,1.0
10.09999999999998,9.691998574554502,349.1164697907207,2.25573294306267,69.55918838880726,1.5475393348181832,-0.0002604317443428126,88.14260771385091,0.00916061891773312,8655437.064886887,5088511.737862523,-1.4899150102460572,1.0,-0.21284500146372246,1.0
10.19999999999998,9.921942755341133,356.1455172752211,2.2994418078663075,70.29047484500377,1.5475444342313516,5.099413168472617e-05,88.12632730579988,0.009449865054960371,8651120.21820105,5084194.891176688,-1.449997907394358,1.0,-0.207142558199194,1.0
10.29999999999998,10.15618126675901,363.24778464214,2.342385114178756,71.02267366918926,1.5475788589492003,0.00034424717848614324,88.11102363930418,0.00975138914078588,8646803.350600522,5079878.023576159,-1.402174109043148,1.0,-0.200310587006164,1.0
10.399999999999979,10.394624184255315,370.4233637288753,2.3844291749630484,71.75579086735276,1.547640558586309,0.0006169963710855597,88.09677414678016,0.010061789339176784,8642486.459797662,5075561.132773298,-1.3471344817927358,1.0,-0.19244778311324795,1.0
10.499999999999979,10.637169367218407,377.67234689314074,2.4254518296309184,72.4898316426546,1.5477272730569123,0.0008671447060336222,88.0836439292648,0.010377669336926411,8638169.544162672,5071244.217138309,-1.28562108655956,1.0,-0.18366015522279427,1.0
10.599999999999978,10.883703698318849,384.99482692946594,2.4653433110044145,73.22480036325183,1.547836557377594,0.0010928432068193637,88.07168568730958,0.010695664352476932,8633852.60272549,5066927.275701128,-1.2184193550479445,1.0,-0.17405990786399209,1.0
10.699999999999978,11.134104396671587,392.39089698476755,2.5040069835273893,73.96070055301585,1.547965807617244,0.0012925023964946763,88.06093975857198,0.011012466429782375,8629535.635156164,5062610.308131801,-1.1463500463108662,1.0,-0.16376429233012374,1.0
10.799999999999978,11.388240391532847,399.8606504751512,2.5413599486125964,74.69753490383641,1.5481122877359164,0.0014648011867270311,88.0514342578884,0.011324848832434231,8625218.641725658,5058293.3147012945,-1.0702610619331414,1.0,-0.1528944374190202,1.0
10.899999999999977,11.645973742960145,407.4041810059085,2.5773335142729716,75.4353053075733,1.5482731570516073,0.00160869315690626,88.04318531491838,0.011629689362760987,8620901.62324964,5053976.296225278,-0.9910191974125928,1.0,-0.14157417105894182,1.0
10.999999999999977,11.90716109570561,415.021582296427,2.6118735274546645,76.17401290518488,1.5484454980737152,0.0017234102210764654,88.03619740381525,0.011923992441454923,8616584.581018263,5049659.2539939005,-0.9095019056803308,1.0,-0.12992884366861868,1.0
